UID	HSC-1	HSC-2	MPP-1	MPP-2	MPP-MEP	LMPP-1	LMPP-1-cycling	Multilin-1	Multilin-2	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	MKP-early	MKP-late	MK-Platelet	BMCP-1	BMCP-2	LMPP-2	CLP	Pro-B-Early	Pro-B-1	Pro-B-cycling-2	Pro-B-Early-cycling	Pro-B-cycling-1	Transitional-B-1	Transitional-B-2	Pro-B-2	Pro-B-3	pre-B	B Memory-1	B Memory-2	Plasma Cell	CD4 TCM	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	CD8 TEM	MAIT	NK-Mature	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	preNeu	immNeu-1	immNeu-2	cMOP	Mono-1	Mono-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	Classical-Mono	Non-Classical Mono-1	Non-Classical Mono-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	pre-DC-1	pre-DC-2	pre-DC-3	cDC1	cDC2-1	cDC2-2	pDC	ASDC	Mac	MSC Fibroblast-1	MSC Fibroblast-2	Osteoblast	Stromal Vascular
ZNF277	0.327822246	0.318262965	0.34801159	0.325050328	0.363146383	0.249369554	0.272075537	0.236409831	0.262445983	0.215671693	0.329640348	0.278662329	0.249035624	0.30247236	0.296297515	0.193173827	0.242296053	0.145964877	0.190676428	0.16496654	0.151481425	0.187638558	0	0.024300154	0.19776779	0.124467836	0.056305592	0.163618379	0.137063039	0.375244703	0.224324314	0.172017547	0.131111841	0.23411052	0.164877017	0.118437996	0.139556409	0.165380174	0.193550248	0.207756074	0.257682758	0.123609783	0.173686717	0.079832794	0.195246062	0.206265664	0.219436539	0.220329695	0.243578708	0.087621115	0.127407339	0.091763989	0.199399663	0.213976911	0.240926422	0.182575386	0.106732467	0.138167796	0.107266336	0.11236117	0.10502738	0.296287079	0.302337212	0.199109364	0.199531447	0.080950961	0.182484956	0.144423644	0.166849436	0.116262578	0.363217534	0.301538797	0.25465139	0.106107465	0.130489145	0.128685813	0.151819256	0.122893015	0.161171131	0.172608315	0.145426869	0.159676565	0.136267786	0.155875687	0.0247731	0.01821196	0.06401639	0.061861486	0.036383161
ZNF880	0.313574519	0.255761656	0.31368909	0.260658014	0.301833926	0.220216535	0.264488324	0.140357039	0.217528358	0.13450822	0.228001713	0.112616684	0.128891329	0.171304027	0.112025123	0.096933274	0.102657233	0.058721038	0.098840062	0.074799334	0.084272955	0.032979796	0.077705508	0.013353105	0.153820564	0.186532307	0	0.123857406	0.066965819	0.302182895	0.202695484	0.124420708	0.102163622	0.118948522	0.060039263	0.041187867	0.037691726	0.077547699	0.174491202	0.220990692	0.335033186	0.183435539	0.248158547	0.015108854	0.102128842	0.052469123	0.220100525	0.274593005	0.235413695	0.031155163	0.048058869	0.101671612	0.177704614	0.144313118	0.132213294	0.096834939	0.078920997	0.062981055	0.069208612	0.066096781	0.034840617	0.025549404	0.021209917	0.03670312	0.016066249	0	0.017464178	0.090551116	0.106123591	0.080340212	0.313302169	0.166021273	0.200741804	0.172633534	0.134837313	0.130321633	0.06908065	0.067290519	0.102766642	0.109075774	0.058547289	0.027747046	0.224104515	0.109890808	0.058791057	0.023973014	0.029996159	0.053207238	0.064011891
GSTM2	0.1744867	0.111472391	0.100591404	0.04813892	0.061526967	0.043808451	0.049925424	0.036629516	0.053645923	0.012970244	0.045880142	0.009789574	0.023786033	0.030590124	0.018594275	0.010318795	0.013483316	0.010374724	0.006352312	0.010734365	0.005260901	0	0	0	0.032952731	0.013735438	0	0.016428674	0	0.090819061	0.059930919	0.029679498	0.006838996	0.03049042	0.022894272	0.01221647	0.005497143	0.014236182	0.027502993	0.016507244	0.006133685	0.011647958	0	0.125345191	0.019111056	0.082328746	0.063478222	0.063599147	0.042520763	0.006571184	0.026694976	0.096142063	0.045939018	0.026408783	0.032477937	0.009951229	0.001966942	0	0.007769302	0.009795265	0.003002644	0	0.003049455	0.010018065	0.002466507	0	0.007209927	0.007234301	0.024272652	0.009539714	0.05169372	0.053808189	0.034223444	0.026804319	0.028484578	0.050646092	0.022905095	0.020810839	0.013253518	0.025884525	0.011970508	0.018412202	0.036407691	0.035843601	0	0.016282477	0.025264532	0.012923021	0.017115261
MEIS1	0.622312053	0.446941775	0.503076398	0.325559204	0.360215142	0.194983915	0.320554832	0.200194592	0.183415853	0.246172295	0.320669264	0.173930203	0.113715292	0.114696091	0.060802617	0.052036506	0.035023589	0.017632594	0.021556512	0.016731978	0.010697681	0.005783616	0.014724969	0	0.448566035	0.553836631	0.302154368	0.063672839	0.031433019	0.386454619	0.106972337	0.02391205	0.006394664	0.004776625	0.030122727	0.010467098	0.003528224	0.014280596	0.004950365	0	0.00812409	0	0	0	0	0	0	0	0	0.004046688	0	0.003743608	0.37100579	0.117774048	0.158623949	0.041997561	0.024367245	0.004417736	0.003868475	0.006481031	0.001390146	0	0	0	0	0	0	0.013508584	0.027478708	0.005465385	0.119400037	0.065933247	0.056594944	0.046040263	0.055520019	0.057021488	0.002140494	0.01390254	0.001284904	0.010051121	0.001356824	0	0.032979724	0.002065643	0	0.030885485	0.03878073	0.041053549	0.038717009
MLLT3	1.392654126	1.089515691	1.155530699	0.692231639	1.00940143	0.380907974	0.640796997	0.208195432	0.158373229	0.421496262	0.91285375	0.717013799	0.754246612	0.975496171	0.982203853	0.701176819	1.019611568	0.730849249	0.962964772	1.059979653	1.3683847	1.582849882	0.740008735	0.518998111	0.480887949	0.268079061	0	0.125032708	0.171166279	0.222793089	0.047992517	0.029693634	0.005269675	0.00176983	0.036858611	0.003935778	0.00083262	0.029666913	0.010630361	0	0.005924496	0.017678249	0.017233115	0.039792825	0.307272728	0.440554056	0.559377113	0.391484196	0.363536936	0.141568323	0.08716916	0.155161003	0.269059136	0.215494849	0.215308181	0.124146647	0.057588234	0.035136248	0.009685224	0.014209548	0.004509405	0.001859678	0	0.019391231	0.001241804	0	0.016838768	0.051066087	0.044953607	0.023614027	0.056724179	0.043644506	0.008796581	0.033402927	0.022344104	0.021683256	0.002470195	0.012045957	0	0.011666374	0.001008953	0.001397952	0.005155637	0	0.040852183	0.028174719	0.043131412	0.047104312	0.030892381
ZKSCAN1	0.490431076	0.552992724	0.60529318	0.462762443	0.46316997	0.354691897	0.496025862	0.305431257	0.390845479	0.37448898	0.508944646	0.322629099	0.406603577	0.389770445	0.335413565	0.260752918	0.318638718	0.236755354	0.301265955	0.216343344	0.159910315	0.136923503	0.073222851	0.075760452	0.392530984	0.22123708	0	0.219143178	0.139282046	0.537086011	0.356027124	0.242257835	0.179231674	0.229939383	0.216492733	0.10682653	0.105307255	0.113656627	0.243584432	0.328281722	0.262151912	0.183652484	0.030536885	0.056233975	0.162711002	0.083808454	0.276427499	0.201315617	0.286049779	0.085949732	0.06991615	0.134452281	0.402816654	0.286414687	0.246209936	0.23149462	0.267609316	0.320566254	0.168565345	0.148048493	0.146163205	0.102179526	0.129400043	0.21699901	0.11437373	0.099829693	0.100037724	0.209168059	0.225352129	0.168402551	0.547482966	0.405851696	0.324115873	0.175648431	0.216415621	0.244799269	0.138907967	0.164394672	0.147264291	0.259665976	0.136816971	0.061357037	0.27332899	0.199439549	0.11678322	0.235663925	0.174642156	0.563139481	0.214787589
TMEM163	0.248228699	0.261502485	0.220372858	0.163563083	0.109884882	0.079901679	0.114861562	0.074953549	0.018449056	0.0954967	0.084153181	0.023362495	0.018262489	0.007241198	0	0.002270238	0.001071699	0	0	0	0	0	0	0	0.196513779	0.194525453	0.037640933	0.002886223	0	0.010788775	0.000747528	0.00208962	0	0.000472604	0.006222519	0.000329206	0.000526865	0.008355409	0.002612899	0	0.00659526	0	0.052470539	0	0.003183713	0	0	0	0	0	0.013679898	0.039701959	0.069545314	0.054400257	0.065057453	0.013701688	0.002357417	0	0	0.00064079	0	0	0	0	0	0	0	0.004781167	0.005312639	0.001293295	0	0.002938668	0.000330052	0	0	0	0	0.001038257	0	0.000821866	0	0	0	0	0	0.009841599	0	0	0
HLF	0.628844341	0.463287711	0.332998389	0.158439394	0.086386032	0.06719897	0.169438884	0.077972601	0.030402805	0.040580312	0.023363839	0	0.003339417	0.001602704	0	0	0	0	0	0	0	0	0	0	0.004187193	0	0	0.007982895	0	0.039856755	0.004199932	0.00516235	0.000835924	0	0.00895521	0.000572178	0	0.011370316	0.001579209	0	0	0	0	0	0.016384626	0.006536497	0	0.001806503	0.002719891	0.004478505	0	0.002323213	0.134071166	0.033375651	0.046609064	0.005788058	0.002013222	0	0	0.000368585	0.000935562	0	0	0	0	0	0	0.001827207	0.003225173	0	0	0.006719788	0.000420097	0	0.000913379	0	0.000273226	0.003134856	0	0.001383542	0	0	0.00025775	0	0	0.118819704	0.13701855	0.229642345	0.169790562
CHST11	0.639702794	0.684615566	0.737224798	0.752786335	0.79296058	0.769189568	0.741506027	0.78257293	0.740617176	0.603290302	0.422576699	0.330147722	0.378374214	0.257584716	0.263451707	0.289023563	0.278575904	0.279587272	0.299545977	0.308304461	0.311162506	0.38972838	0.258518195	0.269042639	0.1580195	0.09225656	0.281904176	0.481947345	0.606719658	0.68676049	0.518356368	0.495935675	0.297532351	0.423241196	0.502761628	0.378015245	0.252795546	0.50171003	0.31499193	0.453215902	0.156106311	0.293045019	0.41030016	0.388182731	0.119901623	0.011080813	0.051659054	0.03970364	0.029835656	0.228362071	0.135750973	0.249182749	0.985853142	0.804687261	0.74613278	0.611182286	0.318821149	0.15858046	0.405050825	0.371467658	0.346051007	0.326395854	0.310126288	0.22518837	0.229953638	0.032925309	0.407255495	0.404774537	0.567034421	0.43077605	0.545823639	0.629657011	0.56469727	0.582374953	0.472280804	0.552513748	0.24178269	0.43011252	0.204742039	0.33248025	0.257807709	0.210122979	0.33636637	0.335648696	0	0.754131324	0.502439265	0.456859806	0.667831947
ZNF33A	0.380424628	0.352769379	0.432781936	0.3480558	0.425668684	0.30236696	0.391485986	0.271197437	0.349340765	0.280180194	0.417200686	0.313824593	0.359926787	0.387826335	0.338209613	0.241320981	0.300568008	0.231577866	0.288175483	0.244015905	0.257318462	0.264113637	0.281129961	0.114917578	0.384156286	0.316971876	0.056305592	0.220580669	0.095242285	0.461028242	0.417979206	0.27610747	0.308295883	0.286329569	0.227467884	0.148996778	0.158106109	0.132342633	0.442155077	0.68293943	0.248209654	0.190605898	0.156202907	0.073611072	0.143636641	0.175257107	0.265788276	0.220280497	0.218994441	0.102030557	0.094837096	0.16605208	0.237051955	0.226899109	0.270967624	0.164814861	0.185181547	0.340424618	0.090716526	0.092969031	0.079645717	0.104393519	0.110263409	0.219654625	0.090383243	0.156207592	0.15647101	0.141909843	0.174122685	0.116155503	0.492390214	0.315822655	0.210438384	0.230850038	0.154358473	0.123385919	0.100355142	0.161281366	0.094761687	0.163011317	0.093217468	0.03817131	0.155590759	0.119695382	0.019321477	0.04624613	0.052576516	0.097362503	0.065828392
LYL1	0.712464102	0.694966172	0.840235328	0.678152888	1.020162571	0.574639808	0.694635007	0.518756147	0.395886082	0.962908275	1.018242022	1.233540298	0.885308856	0.997958825	0.999561456	0.877904529	1.031909145	0.932559716	0.792657057	0.781259272	0.660093361	0.672167184	0.767478245	0.678752616	0.734993502	1.255941133	1.01358388	0.52945341	0.45052014	0.446713123	0.174446729	0.259185257	0.21143101	0.370688225	0.32493726	0.283901347	0.14746159	0.360776296	0.140227449	0.143401371	0.094312384	0.15729637	0.065832836	0.007404716	0.000632802	0	0	0	0	0	0.001538473	0	0.894341262	0.580194516	0.580981581	0.60978419	0.437424516	0.147178662	0.281297195	0.262100218	0.204947609	0.179675536	0.228595303	0.114335963	0.198812394	0.076666969	0.428891039	0.414145635	0.288143523	0.318985612	0.066389484	0.230668299	0.070419546	0.07874946	0.059633192	0.059411604	0.111746591	0.212568616	0.063029297	0.15543576	0.114734199	0.099223148	0.009715931	0.056472479	0.030861377	0.012596342	0	0	0.010348618
LYSMD2	0.231342678	0.30824747	0.281235024	0.326754676	0.439087233	0.290371264	0.276841891	0.25865509	0.209455591	0.369230612	0.332409209	0.197408412	0.176867889	0.17145005	0.1500115	0.135062607	0.138648322	0.126978426	0.128408396	0.111263469	0.081692939	0.057392359	0.022067035	0.012121216	0.258563187	0.186970954	0	0.034176368	0.012863967	0.159385638	0.144291952	0.120532527	0.106565337	0.142945255	0.157673965	0.117816179	0.140602207	0.085914693	0.114642396	0.085015985	0.02909714	0.133576138	0.029825069	0.027791336	0.132489447	0.095958995	0.120442241	0.131826079	0.102089248	0.180253126	0.186745986	0.179601278	0.440519793	0.292183884	0.300063843	0.208446358	0.118573313	0.049949427	0.105252715	0.087565445	0.054396169	0.081441832	0.07901774	0.102250563	0.0348354	0.005883819	0.172452056	0.109556453	0.154964194	0.112492375	0.073743811	0.166702	0.187908723	0.178899093	0.263204337	0.369717454	0.090814242	0.117102512	0.065091015	0.094933769	0.066654332	0.046503769	0.218324088	0.101544643	0.190029127	0.075824844	0.144348978	0.138681527	0.059956577
DPPA4	0.353288275	0.405663053	0.493230549	0.448914896	0.469233611	0.456858571	0.442780774	0.351523384	0.410527544	0.465540093	0.505070911	0.443227109	0.388967648	0.429744272	0.460633422	0.321854233	0.355327974	0.261823366	0.245913779	0.209394608	0.105268808	0.026099807	0.007849505	0.004043578	0.572961961	0.423248419	0.219264508	0.268547555	0.27790347	0.479722377	0.478653388	0.373026717	0.256196668	0.209624386	0.248130434	0.16917863	0.105070422	0.124832438	0.240905848	0.285511913	0.138327887	0.014685568	0	0	0.001876513	0	0	0.002411534	0.003638617	0	0.001538473	0	0.287381572	0.401842477	0.353995421	0.336096825	0.253427681	0.181323194	0.13096767	0.094964715	0.028877406	0.000992857	0.003191151	0.008961868	0.003920816	0.007816118	0	0.215101751	0.217411337	0.164237735	0.465133156	0.284013514	0.172386921	0.197635542	0.156990099	0.153693796	0.059522501	0.142281586	0.046732859	0.116641561	0.027564404	0.006262411	0.218663079	0.05310012	0	0	0	0	0.005058687
LIG3	0.103006137	0.082236049	0.088052734	0.081418514	0.13348044	0.097088155	0.123789292	0.111871454	0.099252842	0.113015306	0.138699884	0.161912938	0.107166565	0.109288437	0.113251885	0.107709737	0.105818203	0.112306178	0.09402146	0.112272096	0.115483691	0.069175832	0	0.031933593	0.112464385	0.064867706	0	0.094908398	0.124476692	0.089208407	0.077007275	0.076188538	0.059254292	0.06421083	0.093752819	0.04330971	0.0573833	0.050515116	0.058567315	0.082007903	0.067083011	0.062292186	0.017233115	0.025815482	0.04395662	0.058517331	0.060207726	0.054335663	0.072301192	0.049098447	0.047346424	0.069784334	0.06903415	0.094174586	0.10088818	0.07940808	0.05412141	0.047449268	0.06045105	0.072352483	0.045612442	0.033658892	0.030402231	0.042018006	0.047048971	0.066021067	0.042751215	0.056438425	0.096068387	0.07924651	0.102208128	0.089196424	0.09015238	0.062076258	0.081187036	0.088186524	0.075612308	0.101568608	0.067743187	0.053977479	0.061397027	0.024233481	0.063551637	0.079497667	0.015665873	0.059272857	0.036847246	0.029263645	0.003912566
ELMO1	0.782934204	0.737740485	0.757227912	0.580774051	0.846745106	0.436839665	0.592437111	0.489946456	0.490504249	0.49884822	0.596218311	0.405043166	0.362047089	0.305972964	0.297508146	0.2401717	0.220055689	0.221799469	0.140261295	0.125225281	0.050577421	0.021711516	0.044288111	0.00823385	0.297558878	0.198997967	0	0.300077072	0.22417071	0.464540301	0.364027982	0.28988539	0.243658034	0.312118799	0.367662797	0.227061005	0.164097968	0.390243853	0.241629613	0.298176187	0.244849825	0.364513084	0.408532939	0.160560395	0.201585746	0.113717809	0.210368384	0.17951142	0.131851501	0.238556639	0.205921332	0.159107686	0.426894079	0.423561733	0.41015249	0.331246611	0.254158614	0.204597881	0.27380484	0.302989071	0.291891972	0.191719653	0.233551533	0.26035188	0.205820054	0.333872705	0.211769062	0.333821597	0.382729349	0.346749317	0.2841502	0.386628472	0.363939109	0.38174282	0.378658111	0.47521578	0.330442961	0.376283429	0.385315004	0.351414999	0.388593987	0.461661352	0.475156514	0.384635243	0.092858762	0.013764575	0.01042324	0.055701501	0.016784905
RPS6KC1	0.120760645	0.089762015	0.096337983	0.097037761	0.10836345	0.083227714	0.112038433	0.085389254	0.061502226	0.091401699	0.1240575	0.088055985	0.097110881	0.09377023	0.081970479	0.084282983	0.068561532	0.091795684	0.079380471	0.080675312	0.103659266	0.069836346	0.09552423	0.159412468	0.061199736	0.045310514	0	0.14867466	0.167868954	0.069085954	0.032845412	0.037979156	0.037474521	0.031299935	0.037385693	0.027153625	0.014405066	0.029100364	0.039111317	0.065632979	0.014704228	0.050968358	0	0.031284263	0.035651272	0.005601653	0.028532355	0.017121602	0.021293576	0.035582233	0.028476507	0.070652654	0.078361974	0.076479002	0.087006474	0.084076006	0.088998314	0.069378466	0.078501785	0.057227651	0.067192142	0.077638205	0.091653655	0.088362058	0.059848559	0	0.120051747	0.061910936	0.080259917	0.069236387	0.089298221	0.1001691	0.058026517	0.017698292	0.043657483	0.057522305	0.067900805	0.061570773	0.081330008	0.062288722	0.091935971	0.067688728	0.046985985	0.06235165	0.037578706	0.149393615	0.064705082	0.128974145	0.113171582
ARHGEF6	0.406031375	0.356182261	0.457257018	0.462911195	0.539876252	0.494247868	0.481585789	0.467334217	0.438919372	0.363729926	0.41178071	0.240942514	0.23041559	0.162320965	0.09806292	0.089192835	0.065531942	0.047280926	0.053560318	0.034080067	0.029723549	0.017454453	0.033795526	0	0.114314321	0.008734849	0	0.481858235	0.436495434	0.405122815	0.362150014	0.406682621	0.298037158	0.385985556	0.419464064	0.23870168	0.265200204	0.137645771	0.206870451	0.269855026	0.198520595	0.061304719	0.120448549	0.069672563	0.157046645	0.107271408	0.209691815	0.162399404	0.170843271	0.115332681	0.129500865	0.211856865	0.302193199	0.464701808	0.48839671	0.474376302	0.336784665	0.236137698	0.453382867	0.438854642	0.44561302	0.229928522	0.267287668	0.227252156	0.281421863	0.38126817	0.178718544	0.459829212	0.481532206	0.478828565	0.381930394	0.495749952	0.255947779	0.215264452	0.286880494	0.268955406	0.439714994	0.448396247	0.355025925	0.390986884	0.372577905	0.2128796	0.131272405	0.267946747	0.219511006	0.135791254	0.077648924	0.198639232	0.093446614
CABLES1	0.262886443	0.347409452	0.293387615	0.238241203	0.294432897	0.123256263	0.218433925	0.136942332	0.054064678	0.222551841	0.212605211	0.153205239	0.131022216	0.113021171	0.121292237	0.111442218	0.140913649	0.128970834	0.118350695	0.151107197	0.162574905	0.056487018	0.026068138	0	0.242886315	0.157767209	0.231228177	0.077257341	0.117161832	0.086614428	0.026301523	0.01993327	0.006506671	0.002727381	0.018412226	0.008951371	0.008899573	0.059230315	0.003413855	0	0.007710224	0.013289901	0	0.084630271	0.002047996	0	0	0	0	0.002226674	0	0.008481752	0.13068548	0.108318673	0.144914218	0.10300062	0.041163881	0.010577467	0.002148253	0.006290891	0.007207874	0.007230829	0.011054382	0	0.001247413	0	0.0076291	0.013119749	0.008255757	0.004901267	0.029209194	0.01127467	0.00208744	0	0.001324904	0.001872203	0	0.00224204	0	0.00108919	0.003618352	0.020857655	0.000791847	0	0.047038854	0.021269559	0.041808291	0.089507479	0.048323513
ORAI2	0.766581773	0.66770313	0.782949314	0.691184293	0.979431984	0.619146998	0.770380997	0.5639477	0.519144686	0.67961037	0.942809358	0.579471297	0.627885646	0.617878938	0.570738954	0.442459361	0.449188896	0.38577488	0.336367226	0.228627146	0.115744525	0.033439725	0	0.070690945	0.783295443	0.640178168	0.814594871	0.509518499	0.435374818	0.612025378	0.390630348	0.333843415	0.27284018	0.183990245	0.234649448	0.184205033	0.300753656	0.206793662	0.165569765	0.175153409	0.867249422	0.59571631	0.981808506	0.728442016	0.201156718	0.201265982	0.122583634	0.163624637	0.204430437	0.100834756	0.193452894	0.212594339	0.70433394	0.560901127	0.570534433	0.505802119	0.358166244	0.473424659	0.313090564	0.243371597	0.203299269	0.551492091	0.340114112	0.269789804	0.205693279	1.160948086	0.284289174	0.324990025	0.389305262	0.321480356	0.756017185	0.545042374	0.365134277	0.254257974	0.242003841	0.22249494	0.211335071	0.350648709	0.213067552	0.37892875	0.139343295	0.133542198	0.344543565	0.140491471	0.098738449	0.185370993	0.094143171	0.30941645	0.149095829
DAPK1	0.385542228	0.392218067	0.482556254	0.332618111	0.408767835	0.228224132	0.36444057	0.240836008	0.259106837	0.307564133	0.311292031	0.190269235	0.201253976	0.148579745	0.130718486	0.098686305	0.063389174	0.058005585	0.042055471	0.027244732	0.010775492	0.009667646	0.007476213	0	0.156400286	0.038738771	0	0.20607742	0.148197851	0.552670445	0.141017951	0.046674245	0.022097066	0.023890467	0.032144632	0.012559304	0.009688094	0.050404813	0.037991011	0.028275739	0.144585764	0	0	0.0235399	0	0.010362943	0	0	0	0	0	0	0.232176278	0.137007071	0.178925003	0.056016484	0.027062977	0.012791569	0.016941617	0.034089848	0.053529742	0.246317384	0.213816559	0.141892966	0.132116144	0.084776887	0.2437901	0.035168779	0.058861569	0.024126079	0.140298533	0.170203829	0.230481852	0.185005032	0.241745012	0.285564688	0.106265824	0.094168738	0.107306725	0.083087879	0.08311975	0.090663315	0.367584998	0.275339793	0.368346785	0.091469654	0.088976132	0.09492194	0.080423778
