UID	Chondrocyte	MEC	AF2	AF1	SCMF	Pericyte	ASMC	VSMC	Mesothelial	Neutrophil	maDC	IM	AM	iMON	pMON	cDC1	cDC2	pDC	PNEC	Megakaryocyte/Platelet	Plasma	CD8 T	NK	ILC	CD4 T	Treg	B	Mast/Basophil	CAP1	CAP2	AEC	SVEC	VEC	LEC	Ionocyte	Tuft	Basal	Suprabasal	Ciliated	AT1	RAS	AT2	Deuterosomal	Goblet	Secretory	SMG Basal/Duct	Mucous	Serous
STAB2	0	0	0.038886815	0.00801819	0	0.022633445	0.015914929	0.005099081	0.041557818	0	0.072902633	0.026868658	0.038013762	0.0363394	0.036750245	0.068015166	0.042810635	0.00285461	0.029097088	0	0.011121232	0.027268181	0.020889942	0	0.023636995	0.058641569	0.031443362	0.013796602	0.010951152	0.002190841	0.005436544	0.021900586	0.057054782	0.473045715	0.017666419	0	0.027091911	0	0.043974355	0.013000524	0.006010122	0.034019397	0	0.004038279	0.01772415	0	0	0
LAYN	0	0.723564983	0.113401657	0.095791541	0.302584695	0.092396478	0.176588617	0.204105585	0.372055762	0.016767899	0.013456326	0.003730256	0.00541903	0	0	0	0.028015528	0.014515013	0.009206483	0	0.000498743	0.009025425	0.031151954	0	0.008652901	0.464308693	0	0.000899131	0.121863627	0.349990772	0.101479705	0.270845889	0.114455245	1.010847909	0.025309999	0.328076532	0.461446009	0.837307115	0.126705287	0.213356194	0.067806604	0.004822166	0.304674389	0.317049023	0.108502427	0.108297696	0.051808667	0.001796435
NRP2	0	0.292999537	0.126684805	0.619168263	0.519939396	0.367452486	0.972339265	0.132184289	0.226393444	0.037135947	1.692513343	0.785492509	0.521408949	0.109878873	0.038092672	0.003301634	0.144459787	0	0.113796334	0	0.033190943	0.007630893	0.013378363	0	0.014137656	0.021654178	0.056690764	0.222870587	0.268932447	0.135815083	0.022392521	0.623983892	0.190104073	1.857914775	0.604804363	0.116134371	0.443232912	0.538468205	0.593688324	0.261309575	0.464205051	0.584710365	0.502494394	0.731741512	0.78722605	0.564838744	0.0264167	0.021182566
AFAP1L1	0	0.020525146	0.121553566	0.061697964	0.131921161	0.017755512	0.03085868	0.014434199	0.189654772	0.018914858	0	0.016952552	0.030882853	0.006155137	0.010026056	0.000878553	0.002322035	0	0.003948543	0.408107453	0.004266675	0	0.002459379	0	0.002900986	0	0.019757582	0.016309836	0.463284103	0.712661208	0.448425686	0.357609182	0.287401786	0.819835165	0.011295352	0	0.055518235	0.034742159	0.130282584	0.004441796	0.011782091	0.013241682	0.031934079	0.039674511	0.024032605	0.011281549	0	0.005684935
STON2	0	0.217292323	0.275071686	0.228106393	0.066403052	0.011994489	0.004471256	0.035867265	0.023408859	0	0.0138811	0.160718404	0.08905122	0.034259175	0.046350061	0.228282162	0.118815805	0.007970388	0.063916136	1.571609063	0.003544399	0.011659315	0.009019519	0	0.0067729	0	0.012409816	0.024263824	0.005829304	0.005950318	0.053312867	0.010386334	0.004347555	0.946753644	0.202786962	0.19625869	0.300601049	0.301956742	0.111192447	0.227480607	0.019803716	0.028588852	0.516491281	0.134190156	0.039024673	0.098148841	0.050772505	0.006790153
GNG11	0.400482097	0.077190381	1.213544262	0.281512845	0.517470375	0.998077025	0.235031543	0.745198336	1.518369335	0.051764831	0.341364341	0.153487786	0.163316449	0.055699812	0.049182907	0.092461654	0.059091771	0.059917044	0.064075183	3.119725663	0.054120307	0.02777007	0.035283867	0.841736375	0.012620805	0.019646272	0.03676605	0.021946752	2.427230602	2.954721605	2.20272512	2.619948204	1.809815127	3.13214278	0.499466339	0.002238896	0.113227022	0.070351754	0.048016533	0.04382585	0.064722173	0.030764408	0.010223458	0.068575147	0.106840931	0.040078363	0.116062751	0.076418885
DTX1	0	0	0.024494804	0.008396142	0	0.014013991	0	0.001024746	0	0	0.02534784	0.007632058	0.001738519	0.000828253	0.002145836	0.010262137	0.004716907	0	0.004575328	0	0.004246135	0.001411595	0.00512543	0	0.004860697	0	0.145000083	0.075007485	0	0	0	0.023369717	0	0.378547124	0	0	0.001473183	0	0.001081652	0.002049885	0.035642317	0.000792122	0	0	0.043301459	0.003123354	0.009877809	0.035241973
LINC02147	0	0	0.33185351	0.016990543	0.004217848	0.042802929	0.016148049	0	0.061148574	0	0.048380491	0.01274763	0.018546648	0.015308028	0.018167473	0.014027198	0.015241741	0.014052195	0.028024579	0	0.018977003	0.01195508	0.028110474	0	0.047597373	0.026400423	0.020106456	0.325554095	0.01487078	0.006393478	0.013105695	0.099081885	0.245579992	0.831413147	0	0	0.02155705	0	0.028126836	0.001069328	0.04071361	0.019163724	0	0	0	0	0	0
PDE1A	0	0	0.095639145	0.299539671	0.136786322	0.035140721	0.109068689	0.485930608	0.118990483	0	0.053104822	0.025595829	0.033596211	0.017266921	0.010182211	0.049688318	0.025428849	0.048855549	0.031246364	0	0.009919212	0.014771591	0.016400074	0	0.016401594	0.013680771	0.030279136	0.001280475	0.008211513	0.016973314	0.020404145	0.026565254	0.020755237	0.746223729	0.135721495	0.027695964	0.097109512	0.069697191	0.048377688	0.086428173	0.111861256	0.067309436	0.034112687	0.053495093	0.098721971	0.093342921	0.01275205	0
ELK3	0.523564511	0.148986065	0.407554156	0.205586155	0.160878855	0.172645394	0.130296029	0.111257975	0.392820681	0.031781216	0.380781946	0.307783016	0.187344703	0.428018487	0.131655831	0.232781111	0.448912468	0.196576723	0.100238236	0.515177409	0.461859841	0.183189502	0.222353159	0.128376454	0.599256664	0.597467419	0.351493668	0.148683312	0.717496428	0.553176484	0.906397228	1.173964154	0.949754419	1.759647891	0.051384905	0.050675563	0.342279707	0.336493273	0.897988778	0.129621637	0.278823262	0.19204249	0.313450976	0.153486401	0.208075271	0.292628375	0.023242031	0.089662141
NT5E	0	0.065198904	0.377051155	0.00669189	0.011307325	0.002582924	0.067044156	0.053005499	0.047524466	0	0.026212941	0.001900693	0.00629617	0.006199768	0	0	0.022178281	0	0.013685123	0	0.033625212	0.006178685	0	0	0.008034896	0	0.109341195	0.00301799	0.087990922	0.005634296	0.167472976	0.226076019	0.150068871	0.743119504	0.016766784	0.041824601	0.161939492	0.258824587	0.052215699	0.005031472	0.535607023	0.064423406	0.661296251	0.316767884	0.243907717	0.025522775	0.136463011	0.042662963
MAF	1.263124027	0.822833879	0.481489345	0.521096614	0.226108838	0.08066803	0.11808139	0.108263185	0.833097357	0.090914413	0.047437795	1.273776506	0.378814455	0.306144144	0.318669203	0.091913692	0.223852103	0.0108704	0.018702921	0.209937673	0.003222856	0.569079844	0.320641782	0	0.583810476	1.625836565	0.030437535	0.120307714	0.321160619	0.285854477	0.341787545	0.207877697	0.460253418	1.615566917	0.624991071	0.029892623	0.117003289	0.059037801	0.026708084	0.021040871	0.049334976	0.053147351	0.037066693	0.060091455	0.026175461	0.024828244	0.157934569	0.076004707
SEMA6A	0	0.038407848	0.14837157	0.224234644	0.074709257	0.086432482	0.050813816	0.078291527	0.245708384	0.106133745	0.069504164	0.042476132	0.054186617	0.024287825	0.030327196	0.034479572	0.042860125	0.035932266	0	0.099859666	0.01673589	0.018251599	0.039225898	0	0.015673225	0.107184707	0.058449783	0.056980043	1.021856013	1.553264018	0.288820343	0.60484511	0.883770818	1.316359804	0.007913308	0.005451609	0.125914948	0.084952973	0.057709508	0.049295388	0.065338817	0.074519893	0.018042336	0.02106413	0.078077958	0.016481772	0	0.059855576
CCL22	0	0.04959266	0.005274331	0	0	0.002001476	0	0	0	0	2.378325385	0.011143358	0.005285302	0.003487993	0	0.047339799	0.222168872	0.01107718	0	0	0.00094422	0.001721699	0.001115913	0	0.00092367	0.073979595	0.024556861	0	0.001400985	0.001431807	0	0.000308107	0	0.001658037	0	0	0.001061088	0.003277798	0.016799516	0	0.026277317	0.002303214	0	0.011272619	0.031006868	0.008576441	0	0
CCR7	0	0	0.010619724	0.00229731	0.077041552	0.001760268	0	0.029509203	0	0	2.972634073	0.006629349	0.003204391	0.037001351	0.003190587	0.073867651	0.15197975	0.306165928	0	0	0.020676836	0.01859562	0.015342428	0	0.842203559	0.392371814	0.66142866	0.005295023	0.00147185	0.009974134	0.002836629	0.001293547	0.00169403	0.01040078	0.002186233	0	0.001208123	0.000446636	0.016283436	0.003965368	0	0.001194811	0	0	0.00753362	0.001337326	0.002122175	0
GPR157	0	0.155668426	0.084693989	0.305968675	0.037628758	0.031026359	0.020439059	0.013925363	0.02228588	0.053967713	2.254355746	0.071704615	0.158223656	0.051604619	0.041108307	0.710022859	0.174434724	0.026530374	0.026836418	0	0.051476834	0.080071016	0.005701714	0.097878284	0.02316765	0.063803307	0.017258732	0.020107325	0.014895893	0.012638059	0.029379333	0.037248443	0.030959429	0.059163724	0.060324386	0.103558244	0.134175964	0.318361359	0.079839096	0.102774686	0.119381946	0.249405743	0.11340908	0.232560214	0.075388946	0.214353566	0.099740776	0.083458197
TRAF1	0	0.0742286	0.060692162	0.043747852	0.0349216	0.020021236	0.12881259	0.031352295	0.010794897	0.021126521	2.322191923	0.06367472	0.052014329	0.139312455	0.091118283	0.510405297	0.302459713	0.13426009	0.023228791	0	0.095719997	0.295960955	0.135174085	0.573360008	0.390342438	0.809776552	0.141793671	0.12778042	0.026756245	0.019051288	0.034872359	0.023856953	0.029836844	0.004908623	0.015003004	0.026886863	0.035791628	0.018919141	0.019257394	0.048382235	0.011214954	0.0310976	0.011149882	0.00275182	0.009305588	0.014223226	0.076905293	0.00954884
DAPP1	0	0.034558606	0.014457949	0.002770627	0.022855483	0.056411722	0	0.002698166	0.096521619	0.178644113	2.827895116	0.163556593	0.352882625	0.298389399	0.300649936	1.671707062	0.516936704	0.615440613	0.026636785	1.731692478	0.553340531	0.093546639	0.015731064	0	0.154278687	0.455322913	0.662726621	0.005651647	0.007645832	0.005470998	0.007307791	0.038886404	0.008720885	0.03902513	0.021467188	0.034698538	0.114104819	0.323110488	0.655787123	0.006556471	0.036184498	0.023356806	0.367226172	0.401226654	0.215752299	0.389104083	0.064114267	0.062244995
SLCO5A1	0	0	0.036658876	0.00656485	0.007346513	0.005376271	0.046131127	0.021997643	0.030521921	0	1.317937304	0.008301855	0.007774183	0.007795507	0.011179753	0.49662133	0.012777316	0.012391238	0.109463726	0	0.121059966	0.006789086	0.006923801	0	0.00470011	0.019769507	0.106240993	0.002551035	0.008270716	0.043499752	0.005636507	0.01415385	0.00141573	0.009996084	0.00344484	0.074991592	0.011608664	0.000605528	0.017815716	0.018302227	0.021488095	0.030794975	0	0.000988175	0	0	0	0
CD80	0	0	0.005988404	0.044268345	0	0	0.010377112	0.001824851	0	0	1.661596984	0.14265738	0.271127483	0.060569594	0.079069175	0.795455712	0.484798617	0.013953371	0	0	0.02202591	0.001365527	0.002287914	0.128376454	0.009392312	0.409899284	0.107228773	0.021422108	0.005139744	0.012093644	0.006381305	0.016663228	0.009034739	0.006662391	0	0.04358638	0.007071175	0	0.006093752	0.029317934	0.003349961	0.014403227	0	0.005645993	0.001285657	0	0	0
FSCN1	0	0.110992293	0.153868937	0.167539378	0.187845863	0.02592326	0.002466508	0.032040634	0.352915736	0.014056692	2.226480032	0.12084954	0.017830314	0.04393435	0.011724094	0.12315163	0.105406557	0.037870779	0.040064487	0.052087748	0.009918799	0.010936056	0.010855049	0	0.015298474	0.077408953	0.03106098	0.074283344	0.397294002	0.476536639	0.123966553	0.439394566	0.308472438	1.253105481	0.189743821	0.375560905	0.194673793	0.205651383	0.011772692	0.08026646	0.050391618	0.010938631	0.042514337	0.039328117	0.018109875	0.089189032	0.012843712	0.023816551
IL4I1	0	0	0.060404311	0.009967917	0.016078986	0.003743768	0	0.02175955	0.030408433	0	1.713488288	0.282298381	0.206927769	0.1612911	0.096016527	0.474038989	0.386878207	0.280728901	0.015029179	0	0.076909722	0.045766559	0.031377231	0	0.180128879	0.203334606	0.067825897	0.026142433	0.053372426	0.041882119	0.128620269	0.085004136	0.084176719	0.043849503	0.007932697	0	0.056954709	0.001422849	0.04400933	0.089293354	0.060202075	0.09013805	0	0.009761007	0.081557515	0.013951805	0.001698293	0
LAMP3	0	0.008325622	0.017102459	0.018850634	0.126799605	0.067105034	0	0.025424235	0.020506447	0.038407471	2.682904566	0.036229175	0.02860233	0.031224842	0.017493762	0.234721385	0.162215362	0.049359636	0.091370641	0.196500614	0.112416023	0.032714175	0.030038361	0	0.019568003	0.057541618	0.025574373	0.019920649	0.061498397	0.034968245	0.036368807	0.030818632	0.014061801	0.025117839	0.092293423	0	0.102419159	0.069828169	0.18586236	0.136885984	0.227445518	2.619614146	0.070639766	0.026981485	0.086498205	0.010170832	0.005978251	0.035552556
NCCRP1	0	0	0.001468019	0	0.013724252	0	0	0	0.002596865	0	0.781429842	0.000881864	0.000648852	0.002886659	0.001159899	0	0	0	0	0	0	0	0.002133863	0	0	0	0	0	0.005398468	0.005192095	0	0	0.001753887	0.00160788	0	0	0.000860827	0.016147167	0.002400071	0.001073629	0.004724927	0.003175555	0.019830251	0.041358396	0.136867754	0.355503015	0	0.001393442
MIR155HG	0	0	0.070652822	0.011187776	0.018732595	0.005741032	0	0.034299727	0.082014438	0	1.973356264	0.234640011	0.369939423	0.113544193	0.031250988	0.316289431	0.299356745	0.782228132	0	0.207913985	0.619985758	0.225648071	0.077442946	0	0.243996216	0.585245415	0.342163477	0.042823366	0.014910227	0.001673896	0.122117852	0.131879953	0.019384431	0.017717376	0	0	0.005231283	0.023049691	0.006479764	0.003626325	0.004938857	0.014325833	0	0.007098674	0.007857613	0.001750117	0.004055255	0
ANKRD33B	0	0	0.178333869	0.056805045	0.134261714	0.009822094	0.061653328	0.069940685	0.240440266	0	1.82698666	0.041223842	0.008457957	0.049176947	0.010249565	0.026070095	0.097990017	0.013761398	0.011494121	0.320909957	0.401791486	0.039735958	0.044886597	0	0.065379795	0.251154177	0.37312749	0.046869147	0.109207924	0.164295561	0.320708435	0.021501524	0.189374363	0.039674852	0.014637611	0.317201511	0.033755048	0.00107249	0.036589484	0.14686892	0.096470898	0.006451504	0.070926885	0.008765689	0.003803493	0.002882581	0	0
EBI3	0	0	0.004737417	0	0	0	0	0	0	0	1.180877028	0.339602648	0.014583063	0.037621196	0.216037344	0.04984451	0.250014395	0.004073498	0.003154401	0	0.023742772	0.00141597	0.001930323	0	0.006620231	0.14340761	0.166326766	0.028036129	0.012613071	0.021957221	0.018908348	0.035261733	0.020564684	0.003858773	0	0	0.004935633	0.003070935	0.005158555	0.00095756	0.004931594	0.011290946	0.00519392	0.004613766	0.014282874	0.00219007	0.001841225	0
KDM2B	0	0.161275948	0.155029373	0.163914999	0.21100025	0.102878945	0.153439386	0.065311398	0.246454393	0	2.417670511	0.41611293	0.44182586	0.261524026	0.287856757	0.815221851	0.487820558	0.386671314	0.150844478	0.294758854	0.334382267	0.389271545	0.460625025	0.354090209	0.34141894	0.64820405	0.58305181	0.099276385	0.17317069	0.129099592	0.19295238	0.071216105	0.1535263	0.133406414	0.325256788	0.485745771	0.207949802	0.129088021	0.356030533	0.167797861	0.122302296	0.35087412	0.348722405	0.176924197	0.19882217	0.164314613	0.069160409	0.066460052
CCL19	0	0.01398528	0.119072296	0.021035493	0.012836221	0.072001539	0.025694839	0.122607582	0.002373607	0.037755531	0.890879124	0.009738923	0.000700102	0.0015896	0	0	0.039532894	0	0.070706552	0	0.001431154	0	0.008471598	0	0	0	0.001176666	0	0	0	0.002366976	0.0063177	0.001593116	0.003898436	0	0	0.002962153	0.002379857	0.002226042	0.00087944	0	0.000867464	0	0.00248479	0.002687719	0.002600109	0.00167907	0.004977368
MCOLN2	0	0	0.006131435	0.334579129	0.003536997	0.005944892	0.021925024	0	0	0	1.73529065	0.056351874	0.059325044	0.018228879	0.032049074	1.501438495	0.409166299	0.646374349	0	0	0.015116254	0.208289453	0.076922342	0.362342544	0.145400983	0.024620435	0.387078212	0.002594774	0.007070666	0.004582995	0.004052293	0.000883676	0	0.01101968	0	0.008731557	0.000894584	0.003955495	0.010910717	0.005955381	0.014645299	0.009819878	0.009885475	0.008253333	0.039112581	0	0.014003359	0.014133249
ETV3	0	0.183104266	0.158341349	0.043551118	0.048934618	0.028933963	0.028292803	0.125189214	0.205548278	0.535644034	1.966519849	0.290464773	0.190921918	0.266940585	0.198417235	0.629682851	0.506190179	0.586031926	0.116477482	0.105849094	0.117578655	0.263223804	0.099652234	0	0.231460474	0.067399483	0.108220961	0.240320025	0.10345882	0.101599608	0.167661981	0.204037296	0.178703412	0.083657704	0.083232368	0.219070118	0.226571114	0.336323533	0.194435459	0.170527808	0.17462674	0.185878004	0.412577369	0.326599754	0.245929677	0.30546586	0.062700778	0.081282451
POGLUT1	0	0.354738166	0.246680142	0.164178871	0.101026207	0.207237671	0.166278453	0.144151416	0.374264338	0	1.581725214	0.107104952	0.200754191	0.09912864	0.11677027	0.426854238	0.225322507	0.233160664	0.218326853	0	0.1430083	0.157069656	0.133312858	0.080495493	0.137034545	0.174423546	0.080233356	0.095192945	0.1231409	0.11950822	0.305355192	0.275325271	0.199384892	0.171697087	0.20595836	0.262925906	0.220019067	0.163953877	0.090223293	0.166582934	0.182744615	0.093697413	0.056047042	0.188160842	0.143574046	0.156412767	0.063841765	0.063164895
AOC1	0	0	0.004411227	0.002268431	0	0	0	0	0	0	0.606735926	0.008386669	0.003359107	0.002546003	0	0	0.004127095	0	0.131505159	0	0.015092772	0.017590452	0	0	0	0	0	0	0	0	0	0	0	0	0.009784204	0.130529443	0	0	0.007971149	0.002306183	0.013399122	0.00167625	0	0.034113777	0.019654657	0.001331986	0	0
RASSF4	0	0.037864998	0.240070428	0.102865069	0.086388559	0.39195855	0.070697513	0.131152233	0.118063215	0	1.979771326	0.821812676	0.530616185	0.400050474	0.467835666	0.482283787	0.769054079	0.085381771	0.139373416	0	0.073355564	0.084707671	0.327152171	0	0.011659841	0.014320795	0.014498072	0.009555708	0.111290593	0.130808271	0.270012054	0.039192324	0.098329616	0.153816916	0.213204303	0.167094145	0.049718832	0.028709303	0.04373525	0.265186759	0.146449628	0.128222798	0.017517643	0.079761258	0.157582554	0.19863122	0.106322616	0.040458083
CRLF2	0	0	0.013825317	0.001033949	0.01434218	0.022326335	0	0.002498898	0.004492027	0	1.069842507	0.034986814	0.018049703	0.074774793	0.035041069	0.017292242	0.121640761	0.071260277	0.019579694	0	0.025659136	0.00749976	0.01590689	0	0.021757631	0.061177318	0.047344622	0.535084086	0.001054044	0	0.023739479	0.027488762	0	0.002268328	0	0.003078281	0.00155998	0.000486502	0.036032767	0.026139789	0.015747983	0.00796601	0	0.031368141	0.011661315	0	0	0
IL15	0	0.147055627	0.071839548	0.067564444	0.031641148	0.041705785	0.046778911	0.061799143	0.25297952	0	1.595336994	0.264885495	0.347753674	0.233223045	0.619704368	0.412808712	0.328456817	0.004073498	0.077986035	0	0.217082338	0.074776813	0.123346354	0	0.04326038	0.007754239	0.142297583	0.006842116	0.223621627	0.203377781	0.155607816	0.339980552	0.243177433	0.199377556	0.040176142	0.006398766	0.095178995	0.017440247	0.071114718	0.319750913	0.04470515	0.050056801	0.016228269	0.066690156	0.060187503	0.060974941	0.033715112	0.016207146
CCL17	0	0	0.006973685	0.003394891	0.030734356	0.01267337	0.013038531	0.002923695	0.009725111	0	1.627131782	0.177338516	0.018752602	0.018332248	0.011634107	0.698823042	1.002767126	0.011551656	0	0	0.002028656	0.003316152	0.0183427	0	0.006957066	0.009097574	0.053098338	0.002551035	0.014702322	0.00647961	0.003271086	0.001921894	0.003618604	0.001550669	0	0	0.010630221	0.024486511	0.038544119	0.007132356	0.024490146	0.001135818	0.006431338	0.021879058	0.021572173	0.017134088	0	0
CERS6	0	0.295449274	0.125025654	0.392258834	0.486900919	0.56458094	0.247578305	0.237225736	0.352718926	0.055283354	2.667142729	0.644491852	0.81284216	0.469577234	0.516369191	0.91116436	0.672585467	1.193952677	0.47295233	0.27404587	0.188245119	0.094770075	0.232368141	0	0.138771447	0.125464694	0.147522228	0.180940169	0.054288756	0.027475114	0.10986061	0.125757998	0.121426864	0.523892376	0.184004899	0.501428897	0.478648526	0.42964584	0.826988173	0.085180989	0.372472967	0.219609627	0.569696495	0.612039219	0.343575649	0.367393443	0.162302934	0.293258915
IDO1	0	0.068240278	0.029641247	0.004970523	0.021844719	0.02827736	0	0.019656841	0	0	1.737322425	0.018242928	0.012941717	0.010099572	0.029667679	1.817204292	0.08765343	0.004073498	0.028636277	0	0.004895537	0.001417164	0.006606429	0	0.001593368	0.020728511	0.004280308	0.002660923	0.329837226	0.160263649	0.858643882	0.031873013	0.140042658	0.008957628	0.044021265	0.60185656	0.0195474	0.062196632	0.027532802	0.022604834	0.040304263	0.001236285	0.063049887	0.363504687	0.15197194	0.049705491	0.02523322	0.019562064
NR4A3	0	0.040658003	0.290161888	0.211206301	0.108776954	0.142830291	0.165115329	0.26005275	0.492410116	0.632237935	2.416818243	0.545982845	0.325140101	0.580969152	0.364058254	1.140844094	1.147313106	0.926896361	0.01985503	0.237122093	0.122279226	0.219295289	0.210016997	0	0.172520449	0.187102565	0.227664219	0.58182177	0.039089784	0.024320665	0.056610435	0.035680807	0.023515344	0.024125745	0.061581638	0.02102369	0.143195695	0.080264235	0.153065968	0.073139278	0.256591306	0.119207181	0.081615775	0.041266503	0.103744525	0.074681536	0.007403965	0.132639705
MREG	0	0.070563409	0.009730792	0.004570594	0.01434218	0.016046978	0.014926966	0.017003223	0.070048033	0	1.214322941	0.052136976	0.104148451	0.024157521	0.021272628	0.071529121	0.148704685	0.339806473	0.134016297	0	0.12983175	0.059144982	0.085265647	0.093645285	0.142119622	0.165213093	0.099703281	0.008929744	0.032193197	0.009573028	0.011491178	0.018824945	0.031848013	0.030622835	0.007842775	0.059277644	0.155138702	0.131168672	0.074973595	0.272316357	0.296594171	0.370746336	0.035722629	0.058352857	0.113301816	0.042882333	0.024508454	0.121482249
TTYH2	0	0.107913975	0.018794368	0.04105679	0.038324987	0.213774307	0.003498237	0.036902475	0.103524436	0	0.959071712	0.147543435	0.024716047	0.069175762	0.320671475	0.389767655	0.175916309	0.186126815	0.110405267	0	0.004781947	0.019269171	0.028784874	0	0.022863094	0.044360457	0.007107666	0.091724591	0.012906633	0.02990087	0.006654255	0.016479795	0.008280115	0.008506163	0.157581411	0	0.019132313	0.011311332	0.014692195	0.008358292	0.004108777	0.020171726	0	0.003309324	0.005593836	0.00618619	0.001838732	0.02047855
CSF2RA	0	0	0.046347294	0.025335453	0.019609253	0.053901497	0.041525829	0.010912362	0.026067851	0.299883926	3.013679761	1.470217573	0.997097214	1.047309189	0.748278995	2.627215483	2.156311596	1.116663267	0.016890627	0	0.027326146	0.043545333	0.041144865	0	0.068795891	0.026070701	0.086282999	0.060477527	0.013242867	0.05198771	0.016710571	0.026189947	0.035421981	0.043940332	0.002550736	0.010406662	0.03214187	0.051186292	0.0581159	0.025567348	0.016344255	0.062776066	0.008823622	0.046907977	0.061530216	0.07408731	0.001874198	0.039394604
BIRC3	0.338795554	0.387771151	0.20539285	0.222219646	0.276527073	0.035151064	0.138127416	0.094283547	0.272631839	0.072721991	3.362490882	0.205710845	0.193651214	0.448285941	0.812736294	1.222367414	0.394446878	0.327814818	0.260317145	0.888035899	1.383581146	0.467768563	0.213507302	0.711764491	1.164224547	1.611072479	1.441818908	0.942821583	0.322508349	0.4756138	0.642109928	0.478143218	0.863179431	0.18570339	0.147193283	0.240765336	0.593317892	0.602341225	0.394561897	0.738944868	0.639306883	0.476053418	0.252845271	0.679330049	0.830179118	1.199043395	0.209362153	0.161644323
TBC1D4	0.450988769	0.168290915	0.255142849	0.156300335	0.221123197	0.217408989	0.146666991	0.211090204	0.147158462	0.013998216	1.915205165	0.259525445	0.441220532	0.127814185	0.059126744	0.408153674	0.185399063	0.419086252	0.113443009	0.105849094	0.030373015	0.036918746	0.028748901	0	0.211033948	1.384439341	0.081072873	0.059741764	0.186158016	0.289419859	0.157338735	0.290668013	0.257080057	0.268030263	0.93057726	0.057890471	0.047319722	0.078071987	0.062538394	0.043008652	0.333711288	0.590123445	0.00845108	0.1278601	0.180360064	0.079677516	0.188746039	0.252263639
TVP23A	0	0.009793664	0.03567598	0.03547776	0.001963108	0.001928952	0	0.01356524	0.226131865	0	0.837577683	0.158319592	0.027390629	0.01891188	0.017937307	0.47642404	0.200150266	0.002145269	0.061952362	0	0.007283123	0.007963062	0.014385644	0	0.007807605	0.0124007	0.031825968	0.001131376	0.007808808	0.004301885	0.005579472	0.033648024	0.007996056	0.011116511	0.00251569	0	0.009949578	0	0.02057979	0.00087916	0.024851247	0.046742554	0.001504639	0.000662265	0.029574546	0.013340345	0	0.005266919
TSPAN33	0	0	0.000683949	0.050354335	0.001641184	0	0.002567807	0	0.006050745	0	0.990439314	0.172688138	0.01062341	0.027754661	0.028682091	0.692524869	0.291398472	0.026854494	0.002230277	0.800259012	0.011948865	0.005864356	0.005730681	0	0.003839879	0.012513699	0.280171047	0.002034926	0.001477339	0.001296184	0.003119769	0.000377751	0.001089146	0	0.001234882	0.066067028	0.012196363	0.019740598	0.0434936	0.004672203	0.002573628	0.004581652	0.034552665	0.019740495	0.038890225	0.097937658	0.058005751	0.193446382
GPR132	0	0.008669966	0.007028493	0.007992043	0.002099752	0.010982297	0.002307466	0	0	0.141945509	1.560615592	0.488137163	0.176439152	0.381090614	0.28723358	0.695362693	0.667894299	0.283238218	0.002990205	0.110259748	0.13160709	0.308682179	0.163609412	0.640579017	0.389390467	0.482067849	0.301465749	0.087759041	0.007717543	0.014741725	0.003100412	0.001639543	0.002058192	0.006462196	0	0	0.019937318	0.023326032	0.037655217	0.027431832	0.018062108	0.018263487	0.001504639	0.011718823	0.050853135	0.024567441	0	0.0012412
LAD1	0	0.346051238	0.000845745	0.001773861	0	0	0	0.029165777	0	0	1.331015348	0.002123125	0.002597247	0.027785866	0.005205788	0.019323764	0.008016741	0	0.232722514	0.196500614	0.001818291	0	0	0	0	0	0	0.004907004	0.002711405	0.002962943	0.009178626	0.001475644	0	0.010723038	0.03777754	0.427587104	0.618993817	0.750647	0.034464151	0.044715887	0.312263547	0.563301995	0.202787137	0.335257186	0.185967442	0.40510497	0.075501015	0.17370863
