UID	Lymphatic EC proliferating	EC aerocyte capillary	EC general capillary	EC arterial	EC venous pulmonary	EC venous systemic	Lymphatic EC differentiating	Lymphatic EC mature	Peribronchial fibroblasts	Pericytes	Subpleural fibroblasts	Adventitial fibroblasts	Alveolar fibroblasts	Smooth muscle FAM83D+	SM activated stress response	Smooth muscle	Myofibroblasts	Mesothelium	Neuroendocrine	AT0	AT1	AT2 proliferating	AT2	Multiciliated (nasal)	Multiciliated (non-nasal)	Deuterosomal	Hillock-like	Club (nasal)	Basal resting	Suprabasal	Ionocyte	Tuft	pre-TB secretory	Goblet (nasal)	Goblet (subsegmental)	Club (non-nasal)	Goblet (bronchial)	SMG duct	SMG mucous	SMG serous (bronchial)	SMG serous (nasal)	Hematopoietic stem cells	NK cells	T cells proliferating	CD4 T cells	CD8 T cells	Plasmacytoid DCs	DC1	Migratory DCs	Mast cells	B cells	Plasma cells	Alveolar Mph proliferating	Monocyte-derived Mph	Alveolar macrophages	Alveolar Mph CCL3+	Alveolar Mph MT-positive	Interstitial Mph perivascular	Classical monocytes	Non-classical monocytes	DC2
CA2	0	0.662935766	0.213303705	0.106803377	0.070803694	0.105753682	0	0.007025292	0	0.31890698	0.025072437	0.024537532	0.071200553	0.009426028	0.003172739	0.016644357	0.01221176	0.040598537	0	0.078472744	0.050290828	0.63028831	0.672578319	0.004845797	0.028274934	0.00181549	0.179543713	0.012243607	0.030488722	0.119016265	0.003059557	0	0.031065097	0.039407201	0.001131796	0.005233942	0.010090867	0.255492965	1.062573783	0.946830628	1.60168635	0.103874789	0.011434846	0.084686621	0.037253363	0.029456689	0.026138678	0.051751876	0.022790456	0.013676149	0.079109812	0.013308985	0.25351825	0.141604894	0.251109969	0.336214157	0.07913824	0.1219471	0.094476661	0.128552588	0.215663101
FOLH1	0	0.000281598	0.000207709	0.003688867	0.003634013	0.020994515	0	0.006402444	0.006627774	0.020772315	0.007109126	0.084701566	0.07461314	0.001230736	0.009581775	0.000248798	0	0	0	0.002129157	0.007594311	0.001976373	0.002103764	0.03044448	0.026295359	0.001154182	0.016611314	0.031588447	0.011007373	0.025277851	0	0.011949717	0.005261059	0.047284657	0.050758994	0.057753234	0.071399593	0.166333131	0.297478137	0.148352475	0.38109317	0	0.000581051	0	0.00161949	0.006625387	0	0	0	0.000596894	0.000229338	0	0.000517053	0.002041272	0.001905489	0.000295313	0	0.000404689	0.001160458	0.002115485	0.001484643
NOXO1	0	0.000360385	0.005276452	0.000927371	0	0.00048886	0.009709794	0.000426608	0.003495074	0.000771132	0	0.000246514	0.005196303	0	0	0.00037522	0	0	0.011570468	0.026184388	0.045708322	0.152058955	0.060313012	0.08963767	0.064351307	0.044067952	0.020796799	0.02306622	0.009296886	0.011372043	0.035690223	0.004416749	0.015475587	0.096150031	0	0.026111881	0.116310493	0.269845843	0.088050699	0.225683162	0.402285527	0	0.000137474	0	0.003308936	0.004340309	0	0	0	0	0.001088551	0.000911538	0.004025013	0.021745598	0.000698018	0.000533571	0.005082237	0.002226422	0.001528689	0.000771344	0.003875867
HSD17B2	0	0.001582877	0.000260486	0.002345407	0	0.00473316	0.04380054	0.017173759	0.021990806	0.102824174	0	0.003894931	0.048100004	0	0.002315927	0.006729244	0	0	0.168466572	0.068559924	0.012073922	0.005857502	0.008316686	0.008310641	0.030634096	0.019284559	0.042171017	0.113618708	0.058747457	0.060773008	0.026659251	0.008091673	0.159256973	0.029214449	0.196322707	0.091503239	0.227733477	0.186558418	0.116146231	0.371597195	0.622787083	0	0.003201227	0.00467862	0.012852709	0.002938679	0	0.008837335	0	0.005519312	0.002239527	0.000361463	0.001917433	0.002232763	0.004151382	0.000315327	0	0.028301565	0.005368248	0.001619389	0.002297729
CLDN10	0.13594694	0.028492158	0.012120716	0.499330805	0.015836616	0.077972023	0.105628325	0.060139003	0.007256347	0	0.054287005	0.008327411	0.004132972	0	0	0.00173283	0	0.010530055	0.049135186	0.201948986	0.01195808	0.002770311	0.014962705	0.094416942	0.108041039	0.190307126	0.238507866	0.201795702	0.215433549	0.480778592	0.046534522	0.232665779	0.121417416	0.66651557	0.999085555	0.817560215	0.974406283	0.448644048	0.374503415	0.49970564	1.7166062	0.044789101	0.011167452	0.021478766	0.020733058	0.023556059	0	0.008837335	0.009971134	0.055822513	0.014780182	0.008196555	0.008057885	0.021179051	0.011564399	0.000324314	0	0	0.008284475	0.012919205	0.013635077
AZGP1	0	0.000398847	0.001246262	0.004575847	0.016463405	0.026774554	0.01306757	0.074581984	0.060978769	0.015924553	0.00798471	0.025315603	0.12007395	0	0.000837854	0.002187806	0.007382634	0.008520737	0.929709436	0.053136207	0.004102798	0.082410719	0.30968352	0.041469221	0.044802193	0.255552906	0.025115016	0.101124096	0.013326847	0.033512146	1.017639797	1.617224425	0.430789831	0.383092957	0.230147907	0.2233864	0.268707557	2.310763427	3.988850471	3.341948318	3.672688067	0	0.00701387	0.024194952	0.004243748	0.01310251	0	0.025219428	0	0.011000903	0.00949522	0.015761282	0.007058832	0.005715006	0.003318992	0.005699456	0.011093909	0.00766231	0.003582394	0.003754078	0.007155637
DLX5	0	0	3.00E-05	0	0	0	0	0.006632637	0.102169824	0.067144754	0	0.003302898	0.009445524	0.002927587	0.037437515	0.044159701	0.018100301	0	0	0	0	0	4.52E-05	0.003775217	0.000293629	0.001154182	0.001792574	0.042022852	0.004107833	0.00726372	0.001243774	0.013910308	0	0.008261056	0	0.001199717	0	0.009410865	0.001461336	0	0.233347073	0	0	0	4.11E-05	0.000280194	0	0	0	0	2.23E-05	0	0	0	1.01E-05	0	0	0	0	0	6.65E-05
TCN1	0	0	0.000181868	0	0	0.024042234	0	0.011311251	0.004442765	0	0	1.02E-05	1.79E-05	0	0.007440407	3.18E-05	0	0	0.021957735	0	0	0	0.01966038	0.060598587	0.018520892	0.153228658	0.066170083	0.496360092	0.008972488	0.060446771	0.024705664	0	0.0400058	0.627220464	0.048685816	0.231607265	0.568455433	1.980986942	2.523935047	2.313989912	2.562566567	0	0.001983793	0.008747861	0.006332675	0.004194717	0.018418701	0	0	0.000551824	0.016663955	0	0	0.000899522	0.003965069	6.17E-05	0	0.00051322	0.00672454	0.001871162	0.004355493
LTF	0	0.015704918	0.010445759	0.033821409	0.10421959	0.062630973	0.017066377	0.069226086	0.065395426	0.001764414	0.008214133	0.010181337	0.000932861	0	0.028283578	0.013899592	0.000255269	0.002161888	0.095143337	0.245216382	0.001963882	0.03417478	0.115164156	0.006922877	0.091005719	0.033977589	0.027142583	0.046754523	0.078709352	0.251244008	0.020300864	0.004416749	0.977196777	0.12720194	1.555950833	0.642447054	1.34489415	3.132920162	2.995340359	4.422704006	4.509926667	0	0.013106366	0.073575688	0.018411371	0.027070248	0.066709093	0.040134413	0	0.005778941	0.010706118	0.015070952	0.000774494	0.002351307	0.008179784	0.007165888	0	0.005583323	0.050977489	0.001811004	0.014609995
LPO	0	0.011738305	0.006197431	0.011346807	0.00812234	0.000517799	0.075567017	0.017914287	0	0	0	0.002177143	4.18E-05	0.008032751	0	9.91E-05	0	0	0.018729476	0.000545036	0.008147518	0.001976373	0.007838586	0.006981105	0.03539619	0	0.009695415	0.001846973	0.00277679	0.01716524	0.006841948	0	0.005424793	0.00171144	0.012453466	0.002008617	0.000648334	0.240075472	0.431536861	0.766950459	0.8668286	0	0.010351161	0	0.016206713	0.007070987	0	0.097270283	0	0.001451632	0.018307827	0.002702488	0.001930422	0.009886571	0.009242434	0.000436946	0	0.000299016	0.012664185	0.006933939	0.008302259
BPIFA1	0	0.001581797	0.115219137	0.092253485	0.000295001	0.153891134	0.0319955	0.043361297	0.192414095	0.054644284	0.001675533	0.03634206	0.00064352	0	0.082407153	0.068952326	0.001426034	0	0.208503172	0.026495185	0.054681335	0.008434353	0.089678393	0.310298096	0.260582396	1.000825668	0.074472028	0.545898481	0.158905188	0.234615734	0.339026026	0.079733084	0.523400643	2.316419348	1.966690643	2.392882912	2.103571333	2.140400684	1.545149519	2.361983132	4.7671629	0	0.061685965	0.064284616	0.057977709	0.081524402	0.10716465	0.040134413	0.009971134	0.061522246	0.060158462	0.030964443	0.002914567	0.026587981	0.020657435	0.113913838	0.001273752	0.039097475	0.04899459	0.046844084	0.049166923
DMBT1	0.055282657	0.000455563	0.014422176	0.005110615	0.014804515	0.00719208	0	0.005252935	0.036798028	0.006301866	0.025494005	0.013843813	0.006332115	0.000711861	0.056199375	0.002385025	0.015107023	0.074940163	0	0.077959546	0.00308599	0.600028017	0.605903053	0.005044658	0.028196716	0.109286172	0.010221504	0.022543206	0.014700164	0.037802335	0.012961942	0	0.108197383	0.10112594	0.03363779	0.080745121	0.184922953	1.702025877	1.341973103	2.232030853	2.535579	0.001393271	0.004680275	0	0.00721292	0.007318073	0	0.013418415	0.009971134	0.004032452	0.038966751	0.003435126	0.008095065	0.012375293	0.008049355	0.015541891	0.00091736	0.008791239	0.012320926	0.007564115	0.007840662
SLC13A2	0	0	0	0.00094077	0	0	0	0.006632637	0	0	0	0	0	0	0	0.00027752	0	0	0	0.000299728	0.00024372	0	0.045591695	0.011639489	0.00225308	0	0.001191063	0.017764961	0.002090367	0.007696095	0.002839606	0	0.000593476	0.032591007	0.022292542	0.077371598	0.079863588	0.119786281	0.197332081	0.201001085	0.522079897	0	0.000648555	0	0.000371166	6.94E-05	0	0	0	0	0	0	0	6.50E-05	3.69E-05	0	0	0	0.000251857	0	0.000171289
PPP1R1B	0	0	0.001362425	0.001436612	0.00211793	0.002871926	0	0.003344806	0.016741523	0.001208468	0.428098618	0.033720341	0.013357385	0.036024482	0	0.010634886	0.020514234	0.040668692	0.033582101	0.083866524	0.002998494	0.249655204	0.29484797	0.002604268	0.013369355	0.040557148	0.005948948	0.009655963	0.04624027	0.026778162	0.034760921	0.113817164	0.045909028	0.016243527	0.010527147	0.049206694	0.085657242	0.584655995	1.142757171	1.187898949	1.551588767	0	0.004393842	0	0.005373332	0.006725282	0	0.006844212	0	0.002699153	0.006435732	0.000777046	0.006550784	0.002041196	0.002451744	0.005027096	0.001410361	0.001522077	0.002897771	0.001959509	0.005422658
SOX10	0	0	0	0	0	0	0	0.006632637	0.000964653	0	0	0	0.000828882	0	0	0.007528161	0	0	0	0	0	0	0	0	7.46E-05	0	0	0	0.000341169	0.000380206	0	0	0	4.74E-05	0	0	0	0.051905494	0.06418894	0.149545366	0.217875767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf58	0	0	0.003672446	0.003270178	5.55E-05	0.004769	0	0.055616297	0.005021921	0.001487012	0	0.002271149	0.004224276	0	0.024919785	0.000637358	0.000255269	0	0	0.009092452	0.006150738	0.002900969	0.021268523	0.001737765	0.017314463	0	0.000462002	0.001285313	0.007173889	0.006320713	0.005943526	0	0.004273767	0.013200848	0	0.008012127	0.007298484	0.80324923	2.435987971	3.300078261	3.456411433	0	0.006622241	0.00467862	0.005339415	0.004466217	0	0	0.02354129	0.005576483	0.004234676	0.002221932	0.001093703	0.005034067	0.006412172	0.01057019	0	0.004155868	0.005157765	0.000302296	0.004187544
PIP	0	0.000841781	0.000744948	0.003323371	0.001698613	0.029720589	0	0.041552617	0.018784931	0.000564816	0	0.002704836	0.001127741	0.040586638	0.073873045	0.00750906	0.002027794	0	0	0.004501286	0.011098057	0.000828679	0.009874391	0.36191357	0.901621435	0.084035466	0.010394918	0.048584885	0.01858383	0.024822438	0.015009782	0	0.064495859	0.244011786	0.012096445	0.050680714	0.263815273	2.152232232	3.044417714	4.256483724	5.422182733	0	0.00932009	0.04733355	0.009605023	0.015015699	0.051625475	0	0	0.011196188	0.011105637	0.019452805	0.007540206	0.004761432	0.009380046	0.00149846	0.00091736	0.008167614	0.006399415	0.001509691	0.009007381
SMR3B	0	0	0	0	0.007755513	0	0	0.00090533	0	0	0	0.000745769	0	0	0	0	0	0	0	0	0	0	0.000167185	0	0.001672933	0	0	0	0	0.004708329	0	0	0	0.003064626	0	0	0	0.12031466	0.11561126	0.032354384	0.599492941	0	0.000442549	0	0.000493279	0	0	0	0	0	0.001683437	0.000552627	0	0.000633934	0.000742509	0	0	0	0.001019268	0	0.000669243
SPINK14	0	0	0	0	0	0	0	0.000303482	0	0	0	0	0	0	0	0	0	0	0	0.006242362	0	0.001622617	0.003319491	0.000553853	0.000839185	0.001015879	0.000384861	0.001381571	0.000988521	0.000740109	0	0	6.71E-05	0.001413429	0.008640538	0.000554102	0	0.00231293	0.013750704	0.062126732	0.131364224	0	0	0	0.000329158	0	0	0	0	0	0	0	0	7.14E-06	6.37E-07	8.56E-05	0	0	0	0	0
SEMG2	0	0	0	0	0	0	0	0.006632637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45E-06	2.99E-05	0	0.001015879	0	0.001850225	0	0	0	0	0	0.003277609	0	0	0	0	0	0	0.100117776	0	0	0	0	0	0	0	0	0	0	0	0	8.19E-05	0	0	0	0	0	0	0
TMEM210	0	0.000136182	0	0.00041238	0	0	0	4.25E-05	0.011054341	0	0	0.001213928	0	0	0	0	0	0	0	0	0	0	2.33E-05	0.000899519	0.000946587	0.024783456	0.001792574	0.00730328	0.000397404	0.000422165	0.007368005	0	0	0.010444043	0.002382247	0.004577281	0.0003674	0.019786241	0.030929677	0.0395185	0.147814262	0	0.000355079	0	0.00013997	0.002275555	0.054027708	0	0	4.33E-05	0	0	0	0.000101639	6.62E-05	0	0	0	9.16E-05	0	0.001122235
S100A1	0	0.012034165	0.00903053	0.001424953	0.002846769	0.002590527	0	0.010610512	0.061683796	0.001574818	0.010233862	0.010407366	0.002657115	0	0.003172739	0.00750785	0.002332594	0.003495805	0.014911961	0.003693227	0.000148147	0	0.006492059	0.010190061	0.007120599	0.009292738	0.000412213	0.003840653	0.003966813	0.00780058	0.043258858	0	0.000830824	0.008983814	0.000664707	0.005502131	0.010023216	0.458027152	1.316522453	1.799712382	2.3617958	0	0.000134259	0.007227136	0.00067693	0.001135334	0	0	0	0.003139811	3.49E-05	0.000182593	0.045436695	0.004693561	0.054621795	0.107740059	0.025361538	0.006310064	0.000917781	0.000832151	0.001909432
CRISP3	0	0.000700602	0.000109602	0	0	0.000377465	0	0.046667223	0	0.000662481	0	0.000595482	0	0.000711861	0	0	0	0	0	0.00827183	4.54E-05	0	0.000808065	0.000199325	0.014709113	0	0	0.00066471	0.003681645	0.002842534	0	0	0.247787711	0.00439633	0.060167769	0.053159035	0.00569223	0.415813277	1.118851721	1.396292671	2.3338545	0	0.000207424	0	0.000968231	0.000436556	0	0	0	0	0.001338917	0.000145382	0	0.000686407	0.000379683	0.000111389	0	0	0.00049404	0	0.000268665
SMR3A	0	0	0	0	0	0	0	0	0	0	0	0.000260654	0.000418024	0	0	0	0	0	0	0.019197242	0	0	0	0	0.001364603	0	0	0.008922483	0.00023119	0.000876159	0	0	0.001611315	0.000809314	0	0.000494543	0.000916613	0.287305863	0.123410958	0.180690321	0.841489383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0.010661129	0	9.57E-05	0	0.078057096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014574	9.52E-05	0.000397634	0	0	0.001841555	1.36E-05	0.00015536	0.001605711	0	0	0.007189685	0.001502353	0.002390097	0	0.006253922	0	0	0.4799852	0	0	0	0	7.83E-06	0	0	0	0	0	0	0	0	0	0	0	0.001651313	0	0	0
ROPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000882115	0.000828679	9.91E-05	0	0.00101356	0	0	0	0.000150614	0.000237199	0	0	0	4.47E-05	0	5.14E-05	0	0.016806233	0.052584299	0.133698112	0.263779937	0	4.64E-05	0	0	9.01E-06	0	0	0	0	0	0.000552627	0.000414254	0	1.15E-05	0	0	0	0	0	2.78E-05
ODAM	0	9.14E-05	0.024279492	0.025765123	0.001630667	7.57E-05	0	0.000512937	0	0.001671286	0	0.00177592	0.000119624	0	0	0.000440351	0	0	0	0.038231134	0.061678534	0.032690636	0.129283902	0.000934394	0.005346191	0	0	0.002259204	0.004089591	0.01079777	0.000508149	0	0.003388831	0.026659976	0	0.000983285	0	0.388379158	0.414465039	1.098473905	2.679075733	0	0.000761491	0	0.000696266	0.001164798	0	0	0	0.00101472	0.000180958	0	0	0.000345389	0.00072539	0.000211644	0	0.001572448	0.000387051	0.000779702	0.000854445
MUC7	0	0	0	0	0.002021231	0.000822673	0	0.01718622	0	0	0	0.016364935	0	0	0	0	0	0.007425773	0.043626884	0	0.000484815	0	0.011107018	0	0.007761295	0	0	0	0.007601758	0.005145392	0	0	0	0.000217397	0	0.000288196	0.001015733	0.371115712	0.177661464	0.5032838	1.9484693	0	0.001982951	0	0.00132725	0.001187756	0	0	0	0	0.001422998	0	0	0.001208358	0.000675665	0	0	0	0.005759051	0.000702967	0.001401832
SCGB2A2	0	0	2.20E-05	0.001141779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001450872	0	6.07E-05	0	0.000122688	0	0	0.000111294	3.84E-05	1.00E-05	0	0	0.004738345	7.36E-05	0	0	0	0	0	0	0.12723036	0	0.000293945	0	2.78E-05	0.000330638	0	0	0	0	0	0	0	4.48E-05	0.00029604	4.85E-06	0.008022969	0	0	0	0
GJC3	0	0.001419098	0.005113968	0.007378271	0.009414486	0.011060516	0	0.004393254	0.003090976	0.002174959	0	0.001481142	0.013902171	0	0	0	0.056655979	0	0.174897684	0.000222888	0	0	0.006445667	0.003134566	0.003538128	0.020664461	0.000916652	0.008417855	0.001876852	0.002434143	0.174728713	0.29742272	0.009561265	0.033065101	0	0.008291133	0.007413529	0.213846679	0.796889347	0.37972059	1.682968133	0	0	0.008747861	0.001161677	0.00034157	0	0.008837335	0	0.000282159	0.000255624	0	0	3.35E-05	0.000642049	0	0	0.001651313	0.001070032	0	0.000300353
FDCSP	0	0	0	0	0	0	0	0	0.012779808	0	0.138474813	0.009470441	0.001265087	0	0	0.003983789	0	0.045647215	0.001439505	0.000294356	0.000212505	0	0.024832515	0.003902142	0.007620009	0.009963343	0.011654763	0.003981423	0.005170437	0.005832627	0.005754786	0.03298733	0	0.005911088	0	0.015134613	0.014610657	1.24776614	0.009916065	0.704137142	4.1572701	0	0	0	0.000688357	0.000818501	0	0	0	0	0.003689006	0	0	4.77E-05	0.000408051	8.12E-05	0	0	0	0	7.28E-05
C5orf46	0	0	0	0	0.003487325	0	0	3.45E-05	0	0	0	0.000160426	4.38E-05	0.017194473	0	0.009441285	0	0	0	0.0402849	0	0	0.000343171	0	0.001341362	0	0.001958056	0.000555983	0.000263418	0.000139644	0	0	0.010635066	0.002998498	0	0	0.000648334	0.068937752	0.043702907	0.035311373	0.61234566	0	0.000349873	0	0	0	0	0	0	0	3.49E-05	0	0	7.55E-05	0.00054653	0	0	0	4.01E-05	0	6.87E-05
ALKAL1	0	0	0	0.001570709	0.003510839	0.000239301	0.068337317	0.002642674	0.000817176	0	0	0.000736189	0.000359024	0.557560785	0.000754234	0.001630923	0.137170227	0	0.012942446	0.027722857	0.003235155	0.002288645	0.037369825	0.004311134	0.010502466	0.001015879	0.0036996	0.006469048	0.003354916	0.016912328	0.171124843	0.146677	0.039282839	0.021993252	0.027978445	0.034408292	0.042871452	0.045036615	0.002176774	0.040303937	0.006161402	0	0.013824038	0	0.000558939	0.003584817	0	0	0	0.011737646	0.001388025	0.002149861	0.001769165	0.001331506	0.005945044	1.96E-05	0	0	0.001317987	0.000605586	0.002484223
FLNA	1.318689233	0.399459033	0.573574668	0.549615839	0.808047993	0.622473829	0.230724716	0.653879589	0.995543706	1.339055113	0.786549147	0.774978838	1.314943362	3.031869825	1.872406735	2.01264052	1.1962027	0.7032333	0.139159724	0.566494209	1.290836173	0.759724079	0.577372392	0.004205931	0.153982459	0.017419718	0.77803671	0.096956989	0.552400969	0.375765374	0.095388072	0.090645917	0.410037892	0.053564353	0.001656504	0.043001815	0.06625084	0.093732856	0.004616451	0.050203579	0	0.328516946	0.897975048	1.289591286	0.498706673	0.697518173	0.304017578	0.529445403	0.83329085	0.299274546	0.303280896	0.163897401	0.886093579	1.164523449	0.956565716	0.999238697	1.1096568	0.771275014	1.065354556	1.037797985	0.60102854
TMEM35A	0	0.093484623	0.018189727	0.029300768	0.008627052	0.000521304	0.00145662	0.003204273	0.036244476	0.007412519	0.003184441	0.033243392	0.041015266	0.225987119	0.081334498	0.051862264	0.013827962	0.001094964	0	0.005271438	7.55E-05	0.001051873	0.000156889	0.00063592	0.002383745	0.005390252	0.004939047	0.007434503	0.002588845	0.006932491	0.037500104	0.066769168	0.010874948	0.011261171	0.006256334	0.014261776	0.010253466	0.011873488	0.006011412	0.001146017	0.013151038	0	0.00063851	0	0.00209103	0.000315393	0	0	0	9.26E-06	0.000110644	2.94E-05	0	0.00090408	0.000121438	0.001282829	0	0	0.000246478	0	0
WFDC1	0	0.350337677	0.200569212	0.039956727	0.06995494	0.012490871	0.01306757	0.003183933	0.68717444	1.634251563	0.007803697	0.068806266	0.292506902	1.203058755	0.731522687	0.786988842	0.329186173	0	0.004643834	0.006094209	0.006241877	0.017686069	0.002708675	0.001284601	0.011297233	0	0.002153578	0.004809877	0.004463726	0.005289523	0	0	0.003537596	0.052921572	0.039085448	0.027760497	0.015406206	0.008063468	0.069515978	0.051749355	0.020488358	0.00656127	0.007146345	0	0.006504574	0.012393057	0	0	0	0.002162434	0.002378982	0.003389901	0.000927553	0.031125805	0.009634847	0.003445466	0	0.003607386	0.010257277	0.001222934	0.004847949
ACTC1	0	0	0.000262161	0.000338683	0	0.000273249	0	0.00030791	0.004930704	0.01486852	0	0.003640907	0.004483493	0.619723423	0.319117496	0.156714995	0.021069863	0.011403809	0.005338396	0	0	0	0.00019213	0	4.46E-05	0	0.000648776	0	6.52E-05	1.92E-05	0.002047184	0	0.000294588	7.82E-05	0	0.000762123	0	0.000605455	0	0	0	0	5.91E-05	0	0.000280704	0.000131781	0	0	0.019559779	0.000247858	0.000126725	0	0	0.000258528	0.000504052	0	0	0.003999749	6.57E-05	0	0.000103309
PDLIM3	0.421881287	0.253761211	0.248250125	0.511126853	0.587353676	0.309189164	0.517710182	0.496840866	1.004734351	0.74453822	1.012753147	0.829549377	1.135778517	2.143861015	1.429997765	1.069155173	1.27527471	0.613808129	0.036137536	0.054696211	0.168632582	0.089322416	0.116214606	0.024514069	0.031575768	0.015668511	0.006627336	0.008277591	0.028100613	0.015076081	0.032128395	0.004416749	0.076353769	0.008099644	0.004161445	0.008632146	0.00719569	0.110242781	0.046290538	0.030532972	0.059169684	0.004033421	0.017101688	0	0.007972977	0.013444994	0.018418701	0.006844212	0.022790456	0.006904636	0.015330189	0.079797986	0.005108989	0.007861786	0.006350833	0.002564192	0.009397293	0.02182048	0.007367121	0.005009063	0.011052009
GREM2	0	0.006069974	0.014039277	0.002668554	0.029504394	0.000893221	0	0.007397331	0.375836835	0.000490754	0.001675533	0.100352374	0.007210392	0.494452485	0.011649403	0.012322207	0.217396399	0.007425773	0	0.000839712	0.052183798	0.029759219	0.006537982	0	0.020946385	0	0	0	0.00237223	0.000423764	0	0	0.016765001	0.000142394	0	0.000125473	0	0.00434122	0.025334378	0.004759693	0.003457714	0	0.029393541	0.009550039	0.05615386	0.01977895	0	0	0	5.26E-05	0.0054964	0.000753002	0.00039756	0.008890324	0.009432378	0	0	0	0.004200822	0.004442595	0.009431505
PDLIM7	0.2974716	0.300074242	0.26613894	0.342749507	0.37961772	0.359467546	0.043216641	0.374194285	0.632389264	1.281531713	0.50071794	0.52137978	0.46877163	1.902490885	1.146613903	1.076115936	0.609745397	0.249331122	0.120202703	0.042439903	0.037121798	0.174976728	0.071794958	0.073438447	0.102608679	0.156059791	0.349010113	0.125912522	0.179838572	0.232742671	0.107569509	0.086446507	0.038018347	0.125473471	0.000316452	0.069097218	0.064707102	0.051105401	0.012355743	0.017762761	0	0.139504182	0.044679183	0.161286156	0.062537919	0.087135486	0.074983442	0.514301182	0.13677021	0.161002602	0.070888502	0.032810452	0.543571646	0.37291384	0.248539459	0.305536544	0.29935804	0.209579989	0.23935668	0.119665779	0.309657348
JPH2	0	0.042607202	0.000637845	0.002555501	0.004763687	0.004463565	0	0.009000532	0	0.087707583	0.014322526	0.006612271	0.053320515	0.539249412	0.282225841	0.224687774	0.082388229	0.042487483	0	0	0.001725205	0.003028245	0.006590598	0.001310397	0.007370257	0	0.000508552	0.001923979	0.000154297	0.027562995	0	0	0.006177637	0.005343435	0	0.002733931	0.0003674	0.000484284	0.005023573	0	0	0	0.008371483	0	0.006207194	0.006227158	0	0	0	1.78E-05	0.002287066	0.000552627	0.002725945	0.011599626	0.010033864	1.96E-05	0	0.001028825	0.009067777	0.014313962	0.004337204
PPP1R3C	0	0.00157301	0.002158459	0.021918784	0.026697725	0.041156369	0	0.004776179	0.051421058	0.05843073	0.06273255	0.035236659	0.186971614	0.475666094	0.261353928	0.149532042	0.209485893	0.013952176	0.001439505	0	0.005128379	0.021275298	0.023468466	0.004385107	0.007980968	0.012588255	0.011533144	0.013780467	0.015680666	0.005621278	0.075745844	0	0.016351789	0.007682506	0	0.002516085	0.004802493	0.022676425	0.001461336	0.005852794	0.034930715	0	3.63E-05	0	0.000649578	0.006624025	0.018418701	0	0	0.002455322	0.000631719	0.009595398	0.001020215	0.00030609	0.001172878	0.000247826	0	0.007043564	0.000385136	0.000231195	0.008809364
S1PR3	0	6.12E-05	0.00083056	0.012712999	0.013982423	0.015200001	0.071276783	0.003994007	0.194466589	0.320150175	0.307476807	0.200830308	0.245942009	0.711455527	0.181334066	0.223934888	0.085645307	0.145820485	0.015476507	0.054899107	0.00521455	0.02021629	0.035841346	0.023168145	0.021387214	0.008470508	0.03905485	0.031867936	0.032920037	0.025664968	0.006978541	0.157799468	0.012960842	0.020899834	0.076364579	0.02830598	0.012096097	0.010546964	0.023993407	0.021678985	0.01253502	0.001393271	0.010140826	0	0.016426543	0.012457273	0	0	0	0.017932389	0.024177722	0.018802764	0.003203589	0.044905395	0.005659906	0.009621151	0.001284046	0.0473342	0.057182366	0.020480345	0.020065253
TACR2	0	0.000555033	0.002692167	0.015012156	0.00344672	0.005584722	0	0.0166674	0.011054341	0.007804155	0.013623128	0.010651876	0.009567271	0.251926019	0.003420133	0.017372233	0.008283198	0	0.010030869	0.02005455	0.011539927	0.002255001	0.016565852	0.006728353	0.007850651	0.119564431	0.001428902	0.000949322	0.008942116	0.005736255	0.004617096	0	0.000105074	0.000925872	0.004106733	0.001503787	0	0.001157964	0	0.002041944	0.000287055	0	0.002364331	0.009550039	0.003427	0.006443912	0	0	0.02354129	0.003558418	0.006560603	0.003080137	0.033183937	0.014379381	0.026781676	0.018518246	0.057819314	0.01028044	0.003195935	0.002919083	0.005546641
CAPN6	0	0	0	0	0	0	0	0	0.025801243	0	0	0.001465689	0.000588572	0.116378135	0	0.008292425	0	0.001566595	0	0	0.004408513	0	0.000251421	0	0.000498182	0	0	0	0.000758143	0.000364639	0.008480139	0	0	0.00024975	0	0.00038803	0	0	0	8.30E-05	0	0	0	0	0.000517773	0	0	0	0	0	0.001063612	0	0	1.16E-05	0.000156898	0	0	0	0.000340136	0	0.000278476
ITGB1BP2	0	0	0.010295686	0.000138538	0.003963875	0.006775573	0	0.001659491	0.001755496	0.002024162	0.003184441	0.001012108	0.001828114	0.200812322	0.033976509	0.03234523	0.015443751	0	0	0.002613107	0.004393106	0.001845811	0.000659123	0.001278104	0.001802935	0	0.00277792	0.000869179	0.000476453	0.004505983	0	0	4.51E-05	0.00117921	0	0.000976393	0.000981792	0	0	0	0	0	7.99E-05	0	0.005350661	0.000532466	0	0	0	7.94E-05	0.000345802	0	0.002994383	0.001580042	0.000425533	0.001741352	0	0	0.000485027	0.000267784	0.006155047
