barcode	ann_finest_level	Population
mc384-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc385-Meyer_2021_3prime	EC venous systemic	EC venous systemic
mc386-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc387-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc388-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc389-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc39-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc390-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc391-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc392-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc393-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc394-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc395-Meyer_2021_3prime	Mast cells	Mast cells
mc396-Meyer_2021_3prime	Mast cells	Mast cells
mc397-Meyer_2021_3prime	Mast cells	Mast cells
mc398-Meyer_2021_3prime	Mast cells	Mast cells
mc399-Meyer_2021_3prime	Plasma cells	Plasma cells
mc4-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc40-Meyer_2021_3prime	pre-TB secretory	pre-TB secretory
mc400-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc401-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc402-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc403-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc404-Meyer_2021_3prime	EC general capillary	EC general capillary
mc405-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc406-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc407-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc408-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc409-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc41-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc410-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc411-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc412-Meyer_2021_3prime	Unknown	Unknown
mc413-Meyer_2021_3prime	Unknown	Unknown
mc414-Meyer_2021_3prime	Unknown	Unknown
mc415-Meyer_2021_3prime	Mast cells	Mast cells
mc416-Meyer_2021_3prime	Mast cells	Mast cells
mc417-Meyer_2021_3prime	Mast cells	Mast cells
mc418-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc419-Meyer_2021_3prime	Unknown	Unknown
mc42-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc420-Meyer_2021_3prime	Unknown	Unknown
mc421-Meyer_2021_3prime	Unknown	Unknown
mc422-Meyer_2021_3prime	NK cells	NK cells
mc423-Meyer_2021_3prime	NK cells	NK cells
mc424-Meyer_2021_3prime	NK cells	NK cells
mc425-Meyer_2021_3prime	NK cells	NK cells
mc426-Meyer_2021_3prime	AT1	AT1
mc427-Meyer_2021_3prime	AT1	AT1
mc428-Meyer_2021_3prime	AT1	AT1
mc429-Meyer_2021_3prime	AT1	AT1
mc43-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc430-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc431-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc432-Meyer_2021_3prime	NK cells	NK cells
mc433-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc434-Meyer_2021_3prime	AT1	AT1
mc435-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc436-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc437-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc438-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc439-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc44-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc440-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc441-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc442-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc443-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc444-Meyer_2021_3prime	AT2	AT2
mc445-Meyer_2021_3prime	Unknown	Unknown
mc446-Meyer_2021_3prime	Unknown	Unknown
mc447-Meyer_2021_3prime	Unknown	Unknown
mc448-Meyer_2021_3prime	Unknown	Unknown
mc449-Meyer_2021_3prime	Mast cells	Mast cells
mc45-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc450-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc451-Meyer_2021_3prime	Unknown	Unknown
mc452-Meyer_2021_3prime	Unknown	Unknown
mc453-Meyer_2021_3prime	Unknown	Unknown
mc454-Meyer_2021_3prime	Unknown	Unknown
mc455-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc456-Meyer_2021_3prime	Unknown	Unknown
mc457-Meyer_2021_3prime	Mast cells	Mast cells
mc458-Meyer_2021_3prime	Mast cells	Mast cells
mc459-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc46-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc460-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc461-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc462-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc463-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc464-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc465-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc466-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc467-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc468-Meyer_2021_3prime	pre-TB secretory	pre-TB secretory
mc469-Meyer_2021_3prime	B cells	B cells
mc47-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc470-Meyer_2021_3prime	EC venous systemic	EC venous systemic
mc471-Meyer_2021_3prime	EC venous systemic	EC venous systemic
mc472-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc473-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc474-Meyer_2021_3prime	EC arterial	EC arterial
mc475-Meyer_2021_3prime	EC venous systemic	EC venous systemic
mc476-Meyer_2021_3prime	NK cells	NK cells
mc477-Meyer_2021_3prime	NK cells	NK cells
mc478-Meyer_2021_3prime	NK cells	NK cells
mc479-Meyer_2021_3prime	Plasma cells	Plasma cells
mc48-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc480-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc481-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc482-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc483-Meyer_2021_3prime	AT2 proliferating	AT2 proliferating
mc484-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc485-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc486-Meyer_2021_3prime	NK cells	NK cells
mc487-Meyer_2021_3prime	NK cells	NK cells
mc488-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc489-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc49-Meyer_2021_3prime	Pericytes	Pericytes
mc490-Meyer_2021_3prime	DC2	DC2
mc491-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc492-Meyer_2021_3prime	B cells	B cells
mc493-Meyer_2021_3prime	B cells	B cells
mc494-Meyer_2021_3prime	B cells	B cells
mc495-Meyer_2021_3prime	NK cells	NK cells
mc496-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc497-Meyer_2021_3prime	AT2	AT2
mc498-Meyer_2021_3prime	pre-TB secretory	pre-TB secretory
mc499-Meyer_2021_3prime	Plasma cells	Plasma cells
mc5-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc50-Meyer_2021_3prime	Suprabasal	Suprabasal
mc500-Meyer_2021_3prime	Monocyte-derived Mph	Monocyte-derived Mph
mc501-Meyer_2021_3prime	Unknown	Unknown
mc502-Meyer_2021_3prime	Non-classical monocytes	Non-classical monocytes
mc503-Meyer_2021_3prime	EC general capillary	EC general capillary
mc504-Meyer_2021_3prime	NK cells	NK cells
mc505-Meyer_2021_3prime	NK cells	NK cells
mc506-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc507-Meyer_2021_3prime	Mast cells	Mast cells
mc508-Meyer_2021_3prime	pre-TB secretory	pre-TB secretory
mc509-Meyer_2021_3prime	AT1	AT1
mc51-Meyer_2021_3prime	Basal resting	Basal resting
mc510-Meyer_2021_3prime	DC2	DC2
mc511-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc512-Meyer_2021_3prime	Unknown	Unknown
mc513-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc514-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc515-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc516-Meyer_2021_3prime	SM activated stress response	SM activated stress response
mc517-Meyer_2021_3prime	Unknown	Unknown
mc518-Meyer_2021_3prime	AT2	AT2
mc519-Meyer_2021_3prime	Plasma cells	Plasma cells
mc52-Meyer_2021_3prime	Basal resting	Basal resting
mc520-Meyer_2021_3prime	EC arterial	EC arterial
mc521-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc522-Meyer_2021_3prime	Unknown	Unknown
mc523-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc524-Meyer_2021_3prime	SM activated stress response	SM activated stress response
mc525-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc526-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc527-Meyer_2021_3prime	Basal resting	Basal resting
mc528-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc529-Meyer_2021_3prime	EC arterial	EC arterial
mc53-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc530-Meyer_2021_3prime	Basal resting	Basal resting
mc531-Meyer_2021_3prime	DC1	DC1
mc532-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc533-Meyer_2021_3prime	DC2	DC2
mc534-Meyer_2021_3prime	AT1	AT1
mc535-Meyer_2021_3prime	Unknown	Unknown
mc536-Meyer_2021_3prime	pre-TB secretory	pre-TB secretory
mc537-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc538-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc539-Meyer_2021_3prime	AT2 proliferating	AT2 proliferating
mc54-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc540-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc541-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc542-Meyer_2021_3prime	SMG mucous	SMG mucous
mc543-Meyer_2021_3prime	Unknown	Unknown
mc544-Meyer_2021_3prime	Ionocyte	Ionocyte
mc545-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc546-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc547-Meyer_2021_3prime	AT2	AT2
mc548-Meyer_2021_3prime	DC2	DC2
mc549-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc55-Meyer_2021_3prime	EC general capillary	EC general capillary
mc550-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc551-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc552-Meyer_2021_3prime	Unknown	Unknown
mc553-Meyer_2021_3prime	DC2	DC2
mc554-Meyer_2021_3prime	AT1	AT1
mc555-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc556-Meyer_2021_3prime	Unknown	Unknown
mc557-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc558-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc559-Meyer_2021_3prime	Basal resting	Basal resting
mc56-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc560-Meyer_2021_3prime	DC1	DC1
mc561-Meyer_2021_3prime	Classical monocytes	Classical monocytes
mc562-Meyer_2021_3prime	Mast cells	Mast cells
mc563-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc564-Meyer_2021_3prime	Unknown	Unknown
mc565-Meyer_2021_3prime	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc566-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc567-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc568-Meyer_2021_3prime	Plasma cells	Plasma cells
mc569-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc57-Meyer_2021_3prime	EC general capillary	EC general capillary
mc570-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc571-Meyer_2021_3prime	DC2	DC2
mc572-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc573-Meyer_2021_3prime	Mast cells	Mast cells
mc574-Meyer_2021_3prime	Mast cells	Mast cells
mc575-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc576-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc577-Meyer_2021_3prime	EC arterial	EC arterial
mc578-Meyer_2021_3prime	EC arterial	EC arterial
mc579-Meyer_2021_3prime	EC venous systemic	EC venous systemic
mc58-Meyer_2021_3prime	EC general capillary	EC general capillary
mc580-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc581-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc582-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc583-Meyer_2021_3prime	NK cells	NK cells
mc584-Meyer_2021_3prime	DC2	DC2
mc585-Meyer_2021_3prime	Mast cells	Mast cells
mc586-Meyer_2021_3prime	EC general capillary	EC general capillary
mc587-Meyer_2021_3prime	NK cells	NK cells
mc588-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc589-Meyer_2021_3prime	EC arterial	EC arterial
mc59-Meyer_2021_3prime	EC general capillary	EC general capillary
mc590-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc591-Meyer_2021_3prime	EC general capillary	EC general capillary
mc592-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc593-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc594-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc595-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc596-Meyer_2021_3prime	Suprabasal	Suprabasal
mc597-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc598-Meyer_2021_3prime	NK cells	NK cells
mc599-Meyer_2021_3prime	Alveolar macrophages	Alveolar macrophages
mc6-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc60-Meyer_2021_3prime	EC general capillary	EC general capillary
mc600-Meyer_2021_3prime	EC arterial	EC arterial
mc601-Meyer_2021_3prime	DC2	DC2
mc602-Meyer_2021_3prime	DC2	DC2
mc603-Meyer_2021_3prime	EC arterial	EC arterial
mc604-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc605-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc606-Meyer_2021_3prime	Non-classical monocytes	Non-classical monocytes
mc607-Meyer_2021_3prime	B cells	B cells
mc608-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc609-Meyer_2021_3prime	Unknown	Unknown
mc61-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc610-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc611-Meyer_2021_3prime	SM activated stress response	SM activated stress response
mc612-Meyer_2021_3prime	Interstitial Mph perivascular	Interstitial Mph perivascular
mc613-Meyer_2021_3prime	SMG mucous	SMG mucous
mc614-Meyer_2021_3prime	EC arterial	EC arterial
mc615-Meyer_2021_3prime	NK cells	NK cells
mc616-Meyer_2021_3prime	B cells	B cells
mc617-Meyer_2021_3prime	SMG duct	SMG duct
mc618-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc619-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc62-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc620-Meyer_2021_3prime	Myofibroblasts	Myofibroblasts
mc621-Meyer_2021_3prime	Neuroendocrine	Neuroendocrine
mc622-Meyer_2021_3prime	pre-TB secretory	pre-TB secretory
mc623-Meyer_2021_3prime	AT2	AT2
mc624-Meyer_2021_3prime	Unknown	Unknown
mc625-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc626-Meyer_2021_3prime	Non-classical monocytes	Non-classical monocytes
mc627-Meyer_2021_3prime	Mast cells	Mast cells
mc628-Meyer_2021_3prime	Mast cells	Mast cells
mc629-Meyer_2021_3prime	Ionocyte	Ionocyte
mc63-Meyer_2021_3prime	Unknown	Unknown
mc630-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc631-Meyer_2021_3prime	Lymphatic EC mature	Lymphatic EC mature
mc632-Meyer_2021_3prime	AT1	AT1
mc633-Meyer_2021_3prime	Smooth muscle	Smooth muscle
mc634-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc635-Meyer_2021_3prime	DC2	DC2
mc636-Meyer_2021_3prime	AT1	AT1
mc637-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc638-Meyer_2021_3prime	Lymphatic EC differentiating	Lymphatic EC differentiating
mc639-Meyer_2021_3prime	Ionocyte	Ionocyte
mc64-Meyer_2021_3prime	EC general capillary	EC general capillary
mc640-Meyer_2021_3prime	EC venous pulmonary	EC venous pulmonary
mc641-Meyer_2021_3prime	Unknown	Unknown
mc642-Meyer_2021_3prime	Smooth muscle FAM83D+	Smooth muscle FAM83D+
mc65-Meyer_2021_3prime	EC general capillary	EC general capillary
mc66-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc67-Meyer_2021_3prime	EC general capillary	EC general capillary
mc68-Meyer_2021_3prime	EC general capillary	EC general capillary
mc69-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc7-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc70-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc71-Meyer_2021_3prime	EC aerocyte capillary	EC aerocyte capillary
mc72-Meyer_2021_3prime	EC general capillary	EC general capillary
mc73-Meyer_2021_3prime	EC general capillary	EC general capillary
mc74-Meyer_2021_3prime	Unknown	Unknown
mc75-Meyer_2021_3prime	EC general capillary	EC general capillary
mc76-Meyer_2021_3prime	EC general capillary	EC general capillary
mc77-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc78-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc79-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc8-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc80-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc81-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc82-Meyer_2021_3prime	Unknown	Unknown
mc83-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc84-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc85-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc86-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc87-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc88-Meyer_2021_3prime	CD8 T cells	CD8 T cells
mc89-Meyer_2021_3prime	Unknown	Unknown
mc9-Meyer_2021_3prime	Unknown	Unknown
mc90-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc91-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc92-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc93-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc94-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc95-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc96-Meyer_2021_3prime	Adventitial fibroblasts	Adventitial fibroblasts
mc97-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc98-Meyer_2021_3prime	Alveolar fibroblasts	Alveolar fibroblasts
mc99-Meyer_2021_3prime	Unknown	Unknown
mc1-Schultze_unpubl	DC2	DC2
mc10-Schultze_unpubl	CD8 T cells	CD8 T cells
mc100-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc101-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc102-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc103-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc104-Schultze_unpubl	Unknown	Unknown
mc105-Schultze_unpubl	AT2	AT2
mc106-Schultze_unpubl	Unknown	Unknown
mc107-Schultze_unpubl	Unknown	Unknown
mc108-Schultze_unpubl	Unknown	Unknown
mc109-Schultze_unpubl	Unknown	Unknown
mc11-Schultze_unpubl	Unknown	Unknown
mc110-Schultze_unpubl	Unknown	Unknown
mc111-Schultze_unpubl	Unknown	Unknown
mc112-Schultze_unpubl	CD8 T cells	CD8 T cells
mc113-Schultze_unpubl	CD8 T cells	CD8 T cells
mc114-Schultze_unpubl	Classical monocytes	Classical monocytes
mc115-Schultze_unpubl	CD8 T cells	CD8 T cells
mc116-Schultze_unpubl	CD8 T cells	CD8 T cells
mc117-Schultze_unpubl	CD8 T cells	CD8 T cells
mc118-Schultze_unpubl	CD8 T cells	CD8 T cells
mc119-Schultze_unpubl	CD8 T cells	CD8 T cells
mc12-Schultze_unpubl	Unknown	Unknown
mc120-Schultze_unpubl	Unknown	Unknown
mc121-Schultze_unpubl	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc122-Schultze_unpubl	NK cells	NK cells
mc123-Schultze_unpubl	CD8 T cells	CD8 T cells
mc124-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc125-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc126-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc127-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc128-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc129-Schultze_unpubl	CD8 T cells	CD8 T cells
mc13-Schultze_unpubl	Unknown	Unknown
mc130-Schultze_unpubl	CD8 T cells	CD8 T cells
mc131-Schultze_unpubl	CD8 T cells	CD8 T cells
mc132-Schultze_unpubl	Unknown	Unknown
mc133-Schultze_unpubl	Unknown	Unknown
mc134-Schultze_unpubl	Unknown	Unknown
mc135-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc136-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc137-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc138-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc139-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc14-Schultze_unpubl	Unknown	Unknown
mc140-Schultze_unpubl	Alveolar macrophages	Alveolar macrophages
mc141-Schultze_unpubl	Basal resting	Basal resting
mc142-Schultze_unpubl	Unknown	Unknown
mc143-Schultze_unpubl	Unknown	Unknown
mc144-Schultze_unpubl	Club (non-nasal)	Club (non-nasal)
mc145-Schultze_unpubl	Classical monocytes	Classical monocytes
mc146-Schultze_unpubl	NK cells	NK cells
mc147-Schultze_unpubl	Unknown	Unknown
mc148-Schultze_unpubl	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc149-Schultze_unpubl	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc15-Schultze_unpubl	Unknown	Unknown
mc150-Schultze_unpubl	Unknown	Unknown
mc151-Schultze_unpubl	Classical monocytes	Classical monocytes
mc152-Schultze_unpubl	Unknown	Unknown
mc153-Schultze_unpubl	NK cells	NK cells
mc154-Schultze_unpubl	AT2	AT2
mc155-Schultze_unpubl	AT2	AT2
mc156-Schultze_unpubl	Unknown	Unknown
mc157-Schultze_unpubl	DC2	DC2
mc158-Schultze_unpubl	Unknown	Unknown
mc159-Schultze_unpubl	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc16-Schultze_unpubl	Unknown	Unknown
mc160-Schultze_unpubl	Unknown	Unknown
mc161-Schultze_unpubl	Club (non-nasal)	Club (non-nasal)
mc162-Schultze_unpubl	CD8 T cells	CD8 T cells
mc163-Schultze_unpubl	CD8 T cells	CD8 T cells
mc164-Schultze_unpubl	AT2	AT2
mc165-Schultze_unpubl	NK cells	NK cells
mc166-Schultze_unpubl	Unknown	Unknown
mc167-Schultze_unpubl	pre-TB secretory	pre-TB secretory
mc168-Schultze_unpubl	AT2	AT2
mc169-Schultze_unpubl	Classical monocytes	Classical monocytes
mc17-Schultze_unpubl	CD8 T cells	CD8 T cells
mc170-Schultze_unpubl	AT1	AT1
mc171-Schultze_unpubl	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc172-Schultze_unpubl	DC2	DC2
mc173-Schultze_unpubl	Classical monocytes	Classical monocytes
mc174-Schultze_unpubl	pre-TB secretory	pre-TB secretory
mc175-Schultze_unpubl	Unknown	Unknown
mc176-Schultze_unpubl	DC2	DC2
mc177-Schultze_unpubl	NK cells	NK cells
mc178-Schultze_unpubl	DC2	DC2
mc179-Schultze_unpubl	Unknown	Unknown
mc18-Schultze_unpubl	CD8 T cells	CD8 T cells
mc180-Schultze_unpubl	AT1	AT1
mc181-Schultze_unpubl	Mast cells	Mast cells
mc182-Schultze_unpubl	Mast cells	Mast cells
mc183-Schultze_unpubl	DC2	DC2
mc184-Schultze_unpubl	Multiciliated (non-nasal)	Multiciliated (non-nasal)
