UID	AF1	AF2	PMP	SCMF	VSMC	ASMC	Pericyte	VEC	LEC	AEC	CAP1	EPC	CAP2	Chondrocyte	Mesothelial	AT1	AT1/AT2	AT2	Sox9_Epi	Secretory	Basal	Ciliated	Deuterosomal	PNEC	CD4_T	CD8_T	Treg	ILC	NK	B	cDC1	cDC2	maDC	Neutrophil	Basophil	Mast	iMON	AM	IM	Megakaryocyte/Platelet
Cda	0	0	0.005333075	0.005124268	0	0	0	0.266672522	0.46768318	0.088368293	0.092813366	0.170440468	0.095388601	0	0.011694337	0.003310646	0	0.015445178	0.074043323	0.003164452	0	0.023278162	0.0542826	0	0.007917994	0	0	0.009387609	0	0	0.011759949	0	0	0	0	0	0	0	0	0.024960101
Apba2	0.000248547	0.002520966	0	0.003944628	0	0.011880343	0	0.002108622	0.476080143	0	0	0	0	0.188548023	0	0	0	0	0	0	0	0	0	0.039058134	0	0.01797432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109F18Rik	0	0	0	0	0	0	0	0	0.190342843	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003911857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022969572	0	0
Col18a1	0.348225403	0.138018582	0.010293034	0.030469419	0.486045247	0.045043936	0.034332026	0.70837415	1.515916374	0.435305556	0.109822165	0.114987316	0.080417791	0	0.055472374	0.019582986	0.177487103	0.164086589	1.508189402	0.011535449	0.134587442	0.014251624	0.050963085	0.128524749	0	0.004476609	0.017176897	0.00843769	0.009650054	0	0	0	0	0.048727216	0.020398267	0	0.012084051	0.050571701	0.02120726	0.403414867
Fxyd6	0.015561204	0.408593578	0.120160923	0.409304666	0.043952424	0.245163844	0.054477464	0.010800327	1.543999739	0.00220143	0	0.007174683	0	0	0.546468132	0	0	0.000485679	0.011852388	0.018905837	0.015751458	0.028547911	0.031086901	0.524301527	0.004293758	0	0	0.008922372	0	0.006654646	0	0.00762783	0	0.002956833	0	0	0.007682552	0.018392022	0.010312695	0
Btnl9	0	0	0	0	0	0	0	0.008721215	1.059711159	0.031249982	0.007613776	0.014485527	0.023818016	0	0	0	0	0.000494253	0	0	0	0.001587603	0.005724695	0	0	0	0	0	0	0	0	0	0.219320067	0	0.320518186	0	0	0	0	0.047126675
Tnfaip8l1	0.003290963	0.005464848	0.061802235	0.0145173	0.01389952	0.007421392	0.00624754	0.023317866	0.564348981	0.073638243	0.01432361	0.170253814	0.029276976	0	0.005314458	0	0.02699576	0.020287312	0.03397636	0.024255178	0.052055	0.013661014	0.006825673	0.055643046	0.068113001	0.176912626	0.07306795	0.034570936	0.019658677	0.005727913	0.032702476	0.078912677	0.030470129	0	0	0	0.024034676	0.010024141	0.016632318	0.016343433
Cldn11	0.00348854	0.078619791	0.005569401	0	0.027297149	0.022000742	0.003209054	0.040160929	0.418828558	0	0	0	0	0	0	0	0	0	0.017705483	0.027362899	0	0.002594976	0.014916075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110032F04Rik	0	0	0	0	0	0	0	0.011222793	0.199366285	0	0	0	0	0	0	0	0	0.004406039	0	0	0	0	0	0	0.046551654	0	0.015640871	0	0	0	0	0	0	0	0	0	0	0	0	0
Ablim2	0.022118355	0.003622515	0	0.005306984	0.010480958	0.002680941	0.006260363	0	0.340000174	0.003481308	0	0	0.003976695	0	0.009754884	0.005044133	0	0.005542529	0	0.00439893	0	0.002871011	0	0.02244117	0.010271046	0	0	0.010311563	0	0	0	0	0	0	0	0	0	0.004743447	0	0
Enpp3	0.0051331	0.074521727	0.004663089	0.011920211	0.016645531	0.058252852	0	0.001281301	0.272466476	0	0.003287987	0	0	0	0	0	0	0	0	0.005095105	0	0	0.00257012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016589471	0	0
Mfsd4	0.007858928	0.021077843	0.059576203	0.011850194	0.006340436	0.014116145	0.021353073	0.027202914	0.456632688	0.040245507	0.054599935	0.018632127	0.016038762	0	0.007310507	0.020701428	0.016461488	0.007927165	0.011214725	0.065173422	0	0.002019186	0.01125398	0	0.055736577	0.094228852	0.034106817	0.007774301	0.026329428	0.036527499	0	0	0.022077518	0.00320184	0.017863506	0.03750174	0.005594104	0	0	0
Fgl2	0.028154302	0.081648697	0	0.008747672	0.20021912	0.284966272	0.034241638	1.119480136	2.546635638	0.022634424	0.009793762	0.00652089	0.011531917	0	0.080791101	0.007692109	0.016007025	0.004958216	0	0.009399498	0	0.01287961	0	0	0.011381143	0.245760429	0.634650146	1.310498248	0.982084609	0.012822176	0.435518576	0.269992569	0.352398917	0.44750987	0.135908919	0.491483669	0.295555487	0.073447915	0.255729136	0
Sgsm1	0.000217154	0	0	0	0	0	0	0.007682577	0.195279058	0	0.005325083	0.00180561	0.007686766	0	0	0	0.01356297	0.026587387	0.009872776	0.023948049	0	0.008674448	0.023270771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028157793	0	0
Gjc2	0.017590738	0.004447945	0.004966099	0.087443192	0	0.022220837	0	0.004378199	0.246774838	0.00728699	0	0	0.004308744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002944223	0.003467131	0
Atp8a2	0.010370769	0	0	0	0	0.003492802	0	0.019289459	0.35552075	0.007546408	0	0	0	0	0	0.002853988	0	0	0	0.005256588	0	0.012817816	0	0	0.02323322	0.014696632	0	0	0	0.007990023	0	0	0	0.003069073	0.020849746	0.131847878	0	0.01227515	0	0
Scn3a	0.326264918	0.150862397	0.020249124	0.004104545	0.006477509	0	0	0.005193398	1.398301047	0	0	0.008082525	0.004344062	0	0.016992998	0	0.010923384	0.000373025	0	0.052983953	0	0.038101547	0	0.405017418	0.009696628	0.005311883	0.073753738	0	0.022158032	0.005319442	0	0	0	0	0	0	0	0	0.018742245	0
Sh3gl3	0.002742858	0	0	0	0	0	0	0.005299056	0.325403514	0.026452911	0.000609868	0.013770034	0.00242195	0	0.004601351	0	0.018166583	0.000388781	0	0.001665135	0	0	0.019723409	0	0	0	0.012198804	0	0	0	0	0	0	0	0	0	0	0	0	0.025239685
Hoxd8	0	0	0	0	0	0	0	0	0.266810972	0.025260392	0	0	0	0	0	0	0.011181294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk6	0.000210039	0.025544865	0	0.024769106	0.050268893	0	0	0.011754394	0.404988359	0	0.003779007	0	0	0	0.026267583	0	0.021147151	0.026310911	0.100614668	0.023792604	0	0.018095737	0.003206989	0	0	0	0	0	0.00979975	0	0	0	0	0	0	0	0	0.002068483	0	0
Nts	0	0	0	0.002547147	0.004044378	0	0	0.043014253	1.143925705	0.033299806	0.009080749	0.00272101	0	0	0.011624503	0	0	0.005347644	0	0	0	0	0	0	0	0	0	0	0	0.00365159	0	0	0	0	0.02173344	0	0	0	0	0
Hoxd9	0	0	0	0	0	0	0	0	0.337435458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard6g	0.183830285	0.111384459	0.069116178	0.161064359	0.091963867	0.157697424	0.091870623	0.113124295	1.606483846	0.054849973	0.155450892	0.177870325	0.546843901	0	0.061520897	0.0691106	0.099672152	0.15031919	0.14316401	0.025271574	0.949069034	0.0268072	0.2254023	0.076849973	0.014632764	0.025821474	0.01963816	0.023205821	0.017812134	0.008316819	0.018528491	0.005635402	0	0	0.006285234	0	0.005949556	0.003616866	0.00734841	0.040139566
Nrp2	0.558002921	0.181669676	0.014821364	0.021016016	0.023009892	0.260018805	0.064615439	0.938409952	2.330714634	0.019310331	0.039213696	0.17420864	0.020903496	0	0.422861038	0.538941271	0.573711182	0.108723304	0.066379429	0.122096357	0	0.087849856	0.054401094	0.110386747	0.01770523	0.066210892	0	0	0.027622719	0.020931515	0.016005517	0.069562261	0.26698822	0.027296712	0.030126717	0	0.020957707	0.229753218	0.2416149	0.016093168
Apold1	0	0.005439495	0	0.000349009	0.012607711	0	0.050912799	0.12599817	1.009085095	0.038282452	0.01262854	0.047661665	0.023551391	0	0.008595013	0.055743681	0.007302354	0.004792764	0.009804268	0.00516903	0	0	0	0	0.004435585	0	0.034192928	0.002731157	0	0	0	0	0.020130147	0.003741379	0	0	0	0	0.016588676	0.145988599
Ptx3	0	0.010237997	0	0.000552245	0.003478779	0	0	0	1.352402543	0	0	0	0	0	0	0.003796527	0.001816064	0.003702882	0	0	0	0.004163932	0	0	0	0	0	0	0	0	0.061862597	0	0	0	0	0	0	0.004066385	0	0
Hoxd3	0	0.005783023	0	0	0	0	0	0	0.629562299	0.004286419	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02244117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt4	0.000321844	0.005577263	0.008918759	0.002023483	0.00478343	0	0	0.076896843	1.671974523	0.072344508	0.247578818	0.224599925	0.325233361	0	0.075030094	0.002199817	0.021458005	0.003028989	0	0.018089978	0	0.033712029	0	0	0.023869213	0.00926675	0.00934055	0	0.002952319	0	0	0	0	0.002711505	0	0	0.001081361	0.00481621	0.012860122	0
Prox1	0.004744408	0.002190274	0	0.00037181	0.000961126	0.079875999	0.003538633	0.029978925	2.482671681	0.007401592	0.002656577	0.007567756	0.007735339	0	0	0.004821297	0.023442886	0.003836502	0	0.003324027	0	0.007871492	0.005154047	0.870210545	0.007988526	0	0	0	0	0.001501817	0	0	0	0	0	0	0.004014251	0.01090531	0.039283278	0
Mmrn1	0.003780593	0.004171155	0.017935362	0	0	0	0	0.039407026	3.219415188	0	0.015546137	0.045790956	0.03557851	0	0.032181502	0.002226373	0	0.000456461	0.00989856	0.127599654	0	0	0.005243493	0	0.01100366	0.009526029	0	0	0	0.009686659	0	0	0	0	0.004375107	0	0.008919858	0.003392032	0	1.194393957
Reln	0	0	0	0.000627425	0.004949233	0	0	0.004552393	1.770367148	0	0.000333759	0	0.002452999	0	0	0	0	0	0	0	0	0	0	0	0.005876398	0	0	0.003537905	0	0.027133131	0	0	0.020750939	0.003279569	0	0	0.004660802	0	0.003327151	0
Klhl4	0	0	0	0.000777582	0.000930684	0	0	0.089653199	1.187789373	0.065618666	0.03152496	0.075050864	0.010719053	0	0	0	0.00250627	0	0	0.002792662	0	0	0	0	0	0	0	0	0.007664563	0	0	0	0	0	0	0	0.008623641	0	0.008599981	0
Ccl21a	0	0	0	0.000664882	0.003693511	0.016936112	0	0.007591482	3.143042359	0	0	0	0	0	0	0	0.00183066	0.005437454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297702526	0.005707022	0	0	0	0	0
Ssu2	0.006305772	0	0	0	0.004415889	0	0.014810311	0.021386741	0.030967187	0.159869338	0.098742838	0.05137499	0.000799266	0	0	0	0	0	0	0.005859251	0	0.001669991	0	0.03974673	0	0.005605277	0	0.005160395	0	0.003231188	0	0	0	0	0	0	0	0	0	0
Tmem2	0.047302254	0.031988223	0.019541446	0.136707373	0.13838356	0.209005829	0.121905517	2.142288286	0.361978837	1.479401994	1.220420867	0.726918544	0.280496805	0	0.192511891	0.168271088	0.185119408	0.120822097	0.13022156	0.014144099	0.018417876	0.188947362	0.317063046	0.204296391	0.044815589	0.089678286	0.081556241	0.003829829	0.041666482	0.107228071	0.040091231	0.037256707	0	0.276983174	0.023143913	0.057571899	0.055554456	0.088749308	0.131983855	0.05281179
Gm10344	0	0	0	0	0	0	0.012197185	0	0	0.018616153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004475942	0	0	0	0	0	0	0	0	0	0
Efna1	0.017032171	0.052996132	0	0.019852026	0.03977837	0.017525626	0.010654145	0.343616715	0.300069882	0.907402399	0.63928944	0.431585428	0.367035092	0	0.187853948	0.864887721	0.622790258	0.195941595	0.385371176	0.440112046	0.080428842	0.119042663	0.108468763	0.076117891	0.012436945	0.022573052	0	0.015382137	0.013208103	0.013997462	0.009089873	0.039290138	0	0.009182166	0.010310691	0	0.023832044	0.025695376	0.024084921	0
Mmrn2	0.000322398	0	0.01838934	0.004435246	0.00398404	0	0.014100626	0.661993729	1.072738993	0.920097566	0.50057944	0.384497695	0.223437733	0	0	0	0.002112045	0.025964052	0	0.002143866	0	0.002153164	0.002233636	0	0.010133879	0.008433079	0	0	0.013591264	0.017062155	0.032819254	0.010160446	0	0.032203914	0	0	0.014607641	0.003685165	0.012332081	0.162548666
Klhl35	0.012262113	0.00316059	0	0.007112414	0	0.003938016	0	0.020978327	0.025140836	0.129070539	0.000277616	0.014332775	0.004270877	0.170363779	0	0	0	0	0	0	0	0	0	0	0.023052804	0.004273798	0	0.01682233	0	0	0	0.005501204	0	0	0.017899345	0	0.004687395	0.002820148	0.027251111	0
Notch1	0.11727976	0.159257254	0.037322528	0.037115846	0.262523782	0.022813279	0.598370846	0.653393795	0.948981073	1.381162955	0.718649478	0.715787469	0.685997943	0	0.03620962	0.032424988	0.230668579	0.154110566	0.136519758	0.271275904	0.404098898	0.422869366	0.214597464	0.143548773	0.142386396	0.25632396	0.083131527	0.085678296	0.125749004	0.079317069	0.048072647	0.140926736	0.076800001	0.468584928	0.26408486	0.68716361	0.207318902	0.272948877	0.175622755	0.091314712
Id1	0.517812637	0.374267597	0.724936755	0.263735812	0.405105292	0.186055575	0.409485277	1.413071785	0.567259416	2.020461811	1.143291431	1.258141295	1.830900494	0.468254258	1.033193036	0.546936832	0.776512068	0.62727915	1.141184685	0.310459074	0.572001942	0.811273907	0.232199318	0.302589056	0.021836317	0.127211741	0.072185054	0.035273243	0.069756099	0.033038296	0.219696928	0.173024275	0.22396397	0.468372126	0.568391704	0.209526741	0.254136318	0.257108098	0.051656068	0.098357388
Slc26a10	0	0.005191894	0	0.003326111	0.003285002	0	0.003490799	0.026318816	0.023980738	0.080043455	0.050272628	0.015120102	0.004040459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016768371	0.003370668	0	0	0	0	0	0	0	0	0.003266122	0
Hspa12b	0.050870762	0.169291337	0.03047894	0.023004754	0.033941276	0.015969966	0.064308385	0.565438881	0.363108059	0.780020931	0.328728218	0.328297171	0.756225761	0	0.061471899	0.016836494	0.014717615	0.016142171	0	0	0	0.00547168	0.01527245	0	0.004794717	0.022065488	0	0	0.00933949	0.01395948	0.013978814	0.008117287	0	0.032599114	0.014128172	0	0.018936465	0.007946834	0.013277295	0.027909141
Grp	0.00449607	0	0	0	0.41946259	0.012902695	0.00772011	0.053010243	0	0.344746743	0.177280424	0.156270341	0.038859791	0	0.00413768	0.004736751	0	0.006527448	0	0.004821835	0	0.003804956	0	0	0	0.003767398	0.0082483	0.008384629	0.004176045	0	0.021825731	0	0	0	0	0	0.013539027	0.005678475	0.008050961	0
Dhh	0	0	0	0.003063162	0	0	0.003650902	0.379339849	0.022697268	0.255550991	0.014839361	0.024250523	0.062135228	0	0	0	0	0	0	0	0	0.004154854	0.003804413	0	0	0	0	0	0	0.0015703	0	0	0	0	0	0	0	0	0	0
Mecom	0.183468647	0.449485926	0.024854609	0.109720092	0.276643819	0.107867317	0.027212477	0.273815814	0.040295307	1.496991225	0.112520472	0.100030529	0.037729611	0	0.016983998	0.607131181	1.339750357	1.303548211	0.537424378	0.907779861	0.045879361	0.698891153	0.662229419	0.285597523	0.012756023	0.016751018	0	0.014719631	0.037182648	0.01916044	0	0.013554559	0.056531005	0.007936777	0	0.040945372	0.054150663	0.012178651	0.00734841	0
8430408G22Rik	0.003881469	0.026152304	0	0.004850828	0.019149726	0.004066253	0.034253374	0.051499096	0.167880618	0.845642485	0.138271807	0.304272695	0.255671906	0	0.005072834	0.056381996	0.204710194	0.194336622	0.026516331	0.922533509	0	0.142403438	0.213119078	0	0.010991211	0	0	0	0.007564361	0	0	0.004219501	0	0	0	0.021367443	0.004391366	0.010348032	0.014047457	0.062181047
Sox18	0.000334425	0.00645074	0	0.006334971	0.011519281	0.064579794	0.021204786	0.554215802	0.725827075	0.791875335	0.380665093	0.367516559	0.734830529	0	0	0.015345855	0.000983938	0.016706139	0	0.001665135	0	0.003259707	0.003604249	0	0.015071272	0.011757016	0	0.055687544	0.0103113	0.004274211	0	0.011975584	0	0.002648898	0.022006676	0	0.016867422	0.015010639	0.009917654	0
Fbln5	1.401230016	1.42704614	0.086972484	0.175557803	1.529693231	0.110344281	0.099566593	3.109548742	0.879130462	2.740247361	0.131893829	0.099462424	0.070690092	0	0.808283392	2.41109043	1.287019534	0.106635547	0.201482755	0.167403652	0	0.081974645	0.249677226	0.130885745	0.038121934	0.003479602	0.013317977	0.116207974	0.035784649	0.029940358	0.014440787	0.055651572	0.092306617	0.060389547	0	0	0.026860747	0.013593137	0.026898283	0.058484289
1700019B03Rik	0	0	0	0	0	0	0	0	0	0.007698016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp26b1	0.01446336	0.032882935	0.005443523	0.003874449	0.010025873	0.015411723	0.024175075	0.443295176	0.047248714	0.647304868	0.350730435	0.075961346	0.096613373	0	0	0.012687902	0.001309721	0	0	0	0	0	0.005317245	0	0.004873836	0.004747967	0	0.00452801	0	0.016872538	0	0	0.028922517	0.003242062	0.027636447	0.04323282	0.004205649	0.00935612	0.003395129	0
Plxnd1	0.402064707	0.141914855	0.121151067	0.097838632	0.201671986	0.047073689	0.196621205	0.491982614	0.671257573	0.891725229	0.201498601	0.404021718	0.167811756	0.193142812	0.169526306	0.007430331	0.00579839	0.020495297	0	0.045179423	0	0.043979099	0	0.065626002	0.021475584	0	0.040860022	0.056382865	0	0.027841148	0.17565589	0.21906639	0.339691995	0.017638095	0.070072138	0.09148779	0.150767401	0.211935701	0.129045794	0
Abcb1a	0.01239339	0.003616573	0	0.012348223	0.008530006	0	0.043710706	0.427106898	0.022616222	0.532643275	0.386345582	0.326253349	0.078762596	0	0.048943454	0.015343249	0	0.006366941	0	0.01647008	0.021354034	0.009796235	0.004698099	0	0	0.021492578	0.154143345	0.021280839	0.024789782	0.009724785	0.007150645	0.013637476	0.069712375	0.011206162	0	0	0.011911024	0.012707448	0.008463659	0
Armcx4	0.057818098	0.102160748	0.016520309	0.149491591	0.070509348	0.066730599	0.101874624	0.205254863	0.221259653	0.835171793	0.51859947	0.635092669	0.220663495	0.429531611	0.067586093	0.027623076	0.056454469	0.019209738	0.03226882	0.026032048	0.027833085	0.127143013	0.020422347	0.130152583	0.020378204	0.042821398	0.016874441	0.017766677	0.002722539	0.015318184	0.03084568	0	0.057753619	0.106965424	0.005390184	0	0.006493507	0.010123548	0.020005837	0.0736902
Smtnl1	0	0	0	0	0	0	0	0.002169983	0	0.143938128	0	0.007841105	0	0	0	0	0	0	0	0.027091587	0	0.073790044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdia5	0.042160664	0.220595924	0.048279061	0.165709586	0.300555491	0.128588934	0.195609677	0.328684116	0.323656415	0.730024477	0.243377199	0.120557329	0.548416419	0	0.123138401	0.052809259	0.043397883	0.089486238	0.170582349	0.183647537	0.021354034	0.027246561	0.07951104	0.090561556	0.033310235	0.027266897	0.009770095	0.012592142	0	0	0.115554052	0.054143598	0.226489981	0.007613445	0.072849986	0	0.031069189	0	0.024546624	0.054664303
Vwf	0.053372152	0.024860851	0	0.01349377	0.02669444	0	0.024067201	2.664568625	0.004393281	1.993797234	0.065454359	0.046126193	0.016686795	0	0	0.009117357	0.000983938	0.0393879	0	0.011464947	0.021759566	0.019092703	0.006122483	0.159757123	0.015608649	0.009343952	0.006502617	0.010905759	0.014089642	0.0155272	0.02419912	0.028110632	0.029761695	0.008065123	0.018900493	0	0.021996736	0.075380149	0.049932948	1.387694442
Rnase1	0	0	0	0	0	0	0	0	0.010927704	0.038259048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003131724	0	0	0	0	0	0	0	0	0.00634704	0	0	0	0	0
Jam2	0.033668862	0.122610663	0.010117917	0.060020772	0.050020077	0.062186989	0.011682074	1.262556152	0.022648105	0.952214367	0.337982338	0.4443558	0.211454291	0	0.004576164	0.01920292	0.046019363	0.004032486	0	0.002527831	0	0.009812184	0	0	0.02040087	0.022779152	0	0.049192091	0.004989371	0.017497964	0.026071839	0.004861546	0	0.038186093	0.008007265	0	0.008669096	0.026605373	0.020123694	0.010360568
Tm4sf1	0.096921055	0.669882507	0.009730035	0.170082311	1.761826765	0.157992298	0.533324505	2.342237729	1.237838548	3.726215352	2.258280072	1.366578044	0.701620212	0.559965797	1.784954507	0.460531797	0.01100011	0.104469276	0	0.506750792	0.283080901	2.687213256	1.87691334	0.138490021	0.163379144	0.147713073	0.149945477	0.08972994	0.131616369	0.168356364	0.06174025	0.031736172	0.06043832	0.343684907	0.060188263	0	0.076383288	0.061365947	0.01718476	0.014655674
Ces2b	0.003665332	0	0	0	0	0	0	0.014187836	0	0.086542958	0.004778367	0.031231285	0.009002639	0	0	0	0	0	0	0	0	0	0.002322811	0	0.005608918	0	0.006734921	0	0	0	0	0	0	0	0	0.026704683	0	0	0	0
Notch4	0.009915573	0.026766687	0.013872845	0.03840017	0.014837921	0.034715215	0.036697554	0.142975291	0.011147509	0.552510888	0.313850349	0.287221233	0.292768282	0	0.047176197	0.033214718	0.009040684	0.007982712	0.005860569	0.039894262	0.018417876	0.018183359	0.023396743	0	0.00861058	0.016530983	0	0.009235671	0.00857924	0.013668621	0.20578565	0.015500599	0.020750939	0.038653708	0.023482788	0	0.017284295	0.010721746	0.031510263	0
Enpp6	0.003322019	0.004138318	0	0.000621532	0.014874476	0	0	0.031025168	0	0.220626823	0.000303467	0	0.000752803	0	0.071549534	0	0	0	0	0.013252155	0	0	0	0	0.002634405	0	0	0	0	0.003469651	0	0	0.056531005	0.003482449	0	0	0	0	0	0
Gpr21	0.003142754	0.004171155	0	0.003151848	0.026301788	0	0.011340401	0	0	0.086433365	0.004417226	0.00411219	0	0	0	0.030534714	0.005356695	0	0	0	0	0.0042868	0.003347535	0.007831375	0	0.006553588	0	0.007850844	0	0.001425447	0	0	0	0	0	0	0.001215272	0	0	0
Heg1	0.553855185	0.856838412	0.034045719	0.260942549	0.350948722	0.07154714	0.188383855	1.664335645	0.309363604	1.992670086	0.731260665	0.649336093	0.613259837	0	0.655861665	0.025353913	0.050103678	0.026019177	0	0.187942949	0	0.127714308	0.01974779	0.064097314	0.190237136	0.075111962	0.269129451	0.086507343	0.043455669	0.105374997	0.063131669	0.050436379	0	0.229932593	0.102927918	0.203307895	0.074602783	0.043725211	0.041120043	0.125876036
Gkn3	0.00023183	0.017882886	0	0.004849453	0.005742916	0	0.001392791	0.021359082	0	0.546762502	0.002714799	0.003092289	0	0	0	0	0.186847054	0.195884202	0.367906873	0.023950143	0	0.001658453	0	0	0.005259198	0.003730222	0.009108646	0.005836934	0.006683818	0	0	0	0	0.030089751	0.018360972	0	0.003487876	0	0	0
Rbp7	0.005705397	0	0	0	0	0	0	0.016154359	0.03398301	0.238731698	0.013251871	0.008439533	0	0	0.003852195	0.014947074	0	0	0.009057472	0.012283819	0	0.001651491	0.00151011	0	0.005860611	0	0	0	0	0.00480726	0	0	0	0	0	0	0.004992873	0	0.002839402	0
Pcsk5	0.222974028	0.322030351	0.071845323	1.116567331	0.057111355	0.317303151	0.058554249	0.131059866	0.101067772	1.462390115	0.543128584	0.28948584	0.143893607	0	0.120603715	0.218211898	0.044259843	0.025845346	0.038467694	0.014877801	0.298567659	0.152638039	0.036213668	0	0.018420184	0.073208289	0	0.00220366	0.021683525	0.021322849	0.007298249	0.019132349	0	0.016888063	0.026005369	0	0.00490018	0.009874891	0.026364311	0.016343433
Edn1	0.024948203	0.087537205	0	0.029349976	0.062804491	0.012200433	0.03548724	1.285286926	0.189041589	1.728603618	1.106472664	0.809427156	0.180389068	0	0	0.040853414	0.04090082	0.037095886	0.008263367	0.081965269	0.051189738	0.044090566	0.014235593	0.081413695	0.041785061	0.005835034	0.025269044	0.009186818	0.018782614	0.038936267	0.046191829	0.00512253	0.056531005	0.090413314	0	0	0.019180868	0.024895735	0.016614959	0.03054199
Stmn2	0.020847543	0.030089707	0.289543183	0.014005074	0.031327467	0.032387527	0.027900348	1.701765347	0.369510081	2.84268858	1.561625311	0.828058957	2.550116346	0	0.030312548	0.100349541	0.038171737	0.066689464	0	0.010460067	0	0.06125313	0.006122483	0.386087478	0.037218306	0.073464033	0.027434156	0.005003706	0.031724766	0.083778316	0.180498035	0.010041649	0	0.175567512	0.058224543	0.038859205	0.059490948	0.039224988	0.05331396	0.180733239
Tmem255b	0	0	0	0	0	0	0	0.029479662	0.009519601	0.109153735	0.000332195	0.001163347	0	0	0	0	0	0.005570857	0	0	0	0	0	0.02244117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprr	0.00032213	0.00509479	0	0.009987756	0.004092258	0.004430619	0.006892857	0.374512738	0	0.797511612	0.016231361	0.015565036	0.008076562	0	0	0	0	0.007299365	0	0.004069999	0.018030623	0.003861817	0.002187925	0.032709058	0	0.002537729	0	0.004695193	0.010191691	0.008806986	0.007190945	0	0.056531005	0	0	0	0	0	0	0
Bmx	0.008842973	0.029891946	0	0.010067384	0.034630405	0.009784992	0.007768359	0.331148798	0.252890754	1.626541199	0.324827488	0.057581844	0.009189064	0	0.004445446	0	0	0	0	0.30236648	0	0.014367565	0.014802863	0	0.021309646	0.004696482	0.011007956	0	0	0.011106137	0.060414351	0	0	0.986609064	0.057395771	0.213059883	0.246682043	0.153369714	0.00303544	0
Trim47	0.060893987	0.342233589	0	0.031652139	0.619319138	0.017387681	0.214512107	0.237697141	0.432265447	1.188594945	0.034683412	0.219401914	0.145504243	0.51331666	0.128779565	0.025768696	0.017014444	0.013558876	0.027920438	0.027373701	0.237736336	0.058304078	0.004824878	0.022340652	0.006055065	0	0.018430871	0	0.060010248	0.00817413	0.020233415	0.01076369	0.113978769	0.040671005	0.014976579	0.04347315	0.010023429	0.089658839	0.417438413	0.245549867
