UID	MyoFB - Activated	Adventitial FB	PLIN2+ FB	Alveolar FB	Mesothelial	aCap	gCap	Inflamed	Venule	Systemic venous	Arteriole	Lymphatic	AT1	KRT5-/KRT17+	Transitional AT2	AT2	Proliferating - Epi	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	Basal	NK	CD4	CD8/NKT	Mast	pDC	PNEC	B cells	Plasma	cDC1	Monocyte	cDC2	Inflammatory monocyte	moDC	Proliferating - Imm	Alveolar macrophage	Monocyte-derived macrophage	Interstitial macrophage	Pericyte	SMC	MyoFB	Ciliated	Differentiating ciliated
RNASE2	0	0.000102843	0	0.00343324	0	0.000446612	0.003382541	0	0.001457596	0.000419743	0.001589411	0.000303645	0	0	0	0.00116526	0.004021202	0.005527815	0.013049076	0.001161251	0.003756775	0.007817172	0.001865502	0.001624746	0.016403489	0.014234502	0	0	0.001141319	0	0.695139323	0.128801984	0.374051128	0.183940799	0.328932979	0.06163435	0.164906276	0.057639665	0.003169146	0.000741976	0.01535961	0.002076934	0
PROK2	0.001146381	0.002391933	0.000572432	0.004274986	0.003305088	0.005636024	0.01133877	0	0.00101099	0.004584043	0.003150322	0.012850436	0.019017549	0.001886323	0.00435549	0.002713935	0	0.001590988	0.004772511	0.000912811	0.001244202	0.018326584	0.010484758	0.042439586	0.013424579	0.002613321	0	0	0.006423799	0.010929413	0.176893536	0.004733466	0.028366084	0.007389399	0.014054844	0.001784054	0.027881855	0.01760882	0	0	0.005021801	0.006921234	0
RPH3A	0	0	0.000114253	0	0	0	0	0	0.000620573	0.00041098	0	0	0	0	0	0.000133169	0	0.001125695	0.000805614	0	0	0.002718382	0.002439484	0	0.001023482	0	0	0	0.005140321	0	0.065750846	0.000593263	0.019180233	0.001085051	0.000839883	0.00469775	0.003678485	0.00603035	0	0	0	0	0
EREG	0.032508997	0.014547094	0.013869884	0.028056119	0.01840492	0.010626146	0.036658341	0	0.013503628	0.017323251	0.006412637	0.008279751	0.027471718	0.078563772	0.219534234	0.050584125	0.073103797	0.077887959	0.03735352	0.185212652	0.139233863	0.03324996	0.019060351	0.030005514	0.132162704	0.039058003	0.076069075	0.07091985	0.055355081	0.115242284	1.422653645	0.25325619	0.892300974	0.308999497	0.343496802	0.360716389	0.693663423	0.268001793	0.03037476	0.020442314	0.081248803	0.019221895	0.070674051
VNN2	0.001040249	0.000894859	0	0.001084933	0.011926261	0.007768938	0	0	0.002778186	0.004050557	0.005414258	0	0.001650472	0.011601211	0.002271782	0.001575047	0.002143554	0.008562711	0.0007113	0.001039012	0.000244359	0.126928687	0.02158781	0.082598008	0.015103939	0.00886147	0	0.12551791	0.034724528	0	0.326425715	0.027411094	0.098838215	0.037226048	0.043676048	0.053771249	0.033670631	0.106130364	0.009956939	0.005748499	0	0.070022386	0.050699807
AL034397.3	0	0.002113894	0	0.001473165	0.001168324	0.003169201	0.003734967	0	0.000147666	0.000703775	0.002758007	0	0.006629049	0.003013501	0	0.004936269	0.011150947	0.001088801	0	0.003013037	0.005237405	0.017931565	0.009578275	0.016418506	0.011628967	0.04013546	0	0.091136567	0.002680563	0.002335559	0.40862913	0.118770888	0.155774931	0.086703365	0.074434793	0.176589661	0.073891504	0.011561148	0	0.004379377	0	0.002072241	0
NLRP12	0.001991355	0	0	0	0.000812705	0.004238553	0	0.096879314	0.002286792	0.003954077	0.005291428	0.002212572	0	0	0	0.000781461	0	0.000827113	0.000358739	0	0.00230448	0.004465896	0	0.000882081	0.005922553	0	0	0	0	0.002905845	0.226315317	0.0251316	0.092670816	0.048790897	0.042937623	0.043490026	0.07093715	0.036869238	0	0.001754299	0	0.000259886	0.001131416
CFP	0.027928004	0.002175139	0.000191298	0.004786682	0.01319994	0.041821511	0.043842108	0.050375972	0.125509504	0.037418927	0.01717054	0.018057772	0.023968201	0	0.006771309	0.006030985	0	0.010171134	0.013714476	0.00577839	0.003902634	0.024283271	0.08833465	0.00720044	0.058645636	0.044030575	0	0.02705143	0.027313729	1.105842134	1.427137521	0.493557532	0.933114515	0.308749469	0.199354882	0.219339559	0.221132389	0.075686187	0.002731777	0.009017423	0	0.050412896	0.061297012
MEFV	0	0	0	0.010855136	0.001052361	0.002865872	0	0	0.002894733	0.001190288	0	0.004471599	0	0.001534543	0	0.00072152	0	0.000375121	0.000196201	0.000243838	0	0.001047131	0.003243275	0.00360395	0.011859286	0	0.009057248	0.002197868	0.006501265	0.00703373	0.294536967	0.041236304	0.194069585	0.040070475	0.043937633	0.042023357	0.046753088	0.009289798	0.002244456	0.002270874	0	0.001654529	0
CLEC4E	0.001543438	5.36E-05	0	0.001459501	0.003083477	0.097876277	0.144026792	0	0.013042636	0.004830815	0.006066402	0.015495453	0.000485457	0.020739709	0.00058698	0.003817377	0	0.005541518	0.017650499	0.024198355	0.001072434	0.010808481	0.016360618	0.003745458	0.023488315	0.001821747	0	0.01970008	0.005707455	0.018067625	0.902400417	0.153274911	0.484226667	0.254829278	0.14585119	0.268303482	0.30776524	0.309526572	0.003462474	0.002362328	0	0.006522989	0.001366828
S100A8	0.086589146	0.181022274	0.257495762	0.218333343	0.254557315	0.304119072	0.232775729	0.201059825	0.182095844	0.188879104	0.19125393	0.152442344	0.297618163	0.205149994	0.224305334	0.215599506	0.163191401	0.21340498	0.206781565	0.24548666	0.168542407	0.381837581	0.300978029	0.288003803	0.447760768	0.409972898	0.358350369	0.328506994	0.360247987	0.279708821	2.893708613	0.323550733	1.516272434	0.570434351	0.882239843	1.277897117	1.473646101	0.910593614	0.293055819	0.274003458	0.327231885	0.191249196	0.188314937
CLEC4D	0	7.46E-05	0	0.000626764	0	0	0	0	0	0.000972394	0	0	0.002790006	0	0	0.000488956	0	0.00082699	0.000677767	0.000542277	0.001792872	0.001058091	0.002475725	0.001782994	0.009868567	0	0	0.000751506	0.005141763	0.00183793	0.183998839	0.013512018	0.075635759	0.03545675	0.016611446	0.023631269	0.053602023	0.035085357	0	0	0	0.003998793	0
NFE2	0.002563294	0.000477685	0.000148775	0.000239927	0.051947592	0.002568601	0	0	0.004160128	0.000739105	0.001511011	0.001461441	0.00254112	0.007347803	0.019807287	0.023375606	0.003598365	0.005131939	0.009517499	0.014147121	0.002383914	0.001305882	0.002918851	0.001377968	0.104031548	0.001207476	0	0.011858431	0.00512501	0.004755209	0.335925495	0.01267287	0.062445691	0.027200268	0.053222212	0.092317367	0.045701555	0.007308285	0	0.000555685	0.030582467	0.00527519	0.009147884
LILRA5	0	0.006066153	0.006244017	0.007690092	0.002374749	0.009292987	0	0	0.004625655	0.003829901	0.013174806	0.001731256	0.004119746	0.004073464	0.005232792	0.006126721	0.004021202	0.006907966	0.007869521	0.00748798	0.003963225	0.056024111	0.046245505	0.017313324	0.040255002	0.467321429	0	0.022504804	0.01457458	0.059205398	1.162412576	0.168407238	0.838258588	0.18849749	0.117594092	0.237272112	0.213529765	0.133759493	0.010096987	0.006585739	0.017429008	0.008460735	0.000542778
PADI4	0.001114671	0.000126573	0	0	0.010214273	0.000514034	0	0	0.002448768	0.000269898	0	0.0042909	0.000569694	0	0.00177872	0.000638896	0	0.000252687	0.000170483	0.005820913	0.000709363	0.015928636	0.008483945	0.001480646	0.035104935	0.099436719	0	0.001775449	0.002507032	0	0.269093064	0.005127239	0.062094975	0.016042412	0.007312139	0.00530194	0.016688818	0.010229426	0	0.003921799	0	0.001850234	0.000856672
C19orf38	0.001152316	0.017022761	0.013215033	0.004599931	0.008561654	0.004098072	0	0	0.001993394	0.002696508	0.003369535	0.000307767	0.01936513	0.004520013	0.006438993	0.005064285	0.005779346	0.013661884	0.002672528	0.010023362	0.019908419	0.017138079	0.014715175	0.014663274	0.016392847	0.021695778	0.02091152	0.065545794	0.160696633	0.15359352	0.853870776	0.178501225	0.538023562	0.156587098	0.162405669	0.166513373	0.172063917	0.1611362	0.002180193	0.005883582	0	0.019650099	0.008043506
FCAR	0	0	0.000165857	0	0.000187304	0.006171633	0	0	0.004001357	0.000832649	0.000884671	0	0	0.002673351	0	0.000841706	0	0.001984498	0.001188074	0.008715184	0.005538239	0.014090817	0.004315105	0.003039096	0.023446565	0	0	0	0.007284478	0.013058554	0.425057068	0.009380957	0.17556497	0.028463274	0.034148848	0.010548085	0.066201677	0.053471404	0.004157218	0.002067283	0	0.000345797	0.000542778
CD300E	0.001871478	9.67E-05	0.001913909	0.010875139	0.003327651	0.01069528	0	0	0.005792102	0.012511069	0.002860961	0.000207956	0.011582665	0.000735742	0.009947811	0.003477638	0.008898995	0.002500076	0.001362056	0.001547857	0.001978368	0.009129303	0.015560296	0.002937862	0.055538404	0.0094577	0	0.001304927	0.022080499	0	1.098456045	0.05071663	0.752339554	0.110682798	0.096293078	0.067715973	0.29183875	0.020999804	0	0.011291161	0	0.007526722	0.000542778
ASGR2	0	0	0	0	0	0.000409972	0	0	0	0.001361094	0.001672912	0.0095464	0	0	0.001142703	0.000641477	0	0.000158548	0.000305988	0.001064046	0.003149368	0.000829414	0.002284737	0.006939422	0.001512635	0.007735216	0	0.001595792	0.001655372	0.003261253	0.408736884	0.128350793	0.147401349	0.068101348	0.060677836	0.002201845	0.030215011	0.010816365	0.001005409	0	0	0.00174418	0
FCN1	0.036578095	0.024098481	0.079231448	0.017287976	0.014709782	0.027743472	0.04572457	0	0.022826801	0.022334533	0.027945804	0.023220947	0.029722319	0.036182595	0.016886305	0.017203846	0.037838652	0.028868065	0.02015433	0.02105031	0.015232269	0.046320818	0.069294629	0.031569072	0.153596463	0.052375892	0	0.086378705	0.063997204	0.040322858	2.415109322	0.207471802	1.650081939	0.370546975	0.344581767	0.190780067	0.587085915	0.254779994	0.034121929	0.029796181	0.029965081	0.017520037	0.009729365
APOBEC3A	0.008512518	0.001643742	0.004168732	0.020943658	0.013096864	0.015103041	0	0.1011683	0.003693123	0.005311134	0.005394562	0.003581371	0.041443829	0.0055386	0.007264854	0.008160318	0.004337656	0.010762881	0.023231463	0.007727424	0.007311064	0.00513911	0.016142335	0.017568884	0.035592296	0.007973257	0.009057248	0.010165142	0.023720206	0.018773234	0.991116858	0.011170835	0.490309368	0.03553292	0.049598745	0.00925417	0.067804922	0.05976098	0.002643908	0.00930095	0.042037172	0.006112749	0.011883479
AC245128.3	0	0	0.000221152	0.001001931	0.000216481	0.000717071	0	0	0	0.001425985	0.000278231	0.000250361	0	0	0.002409274	0.000347588	0	0.000163195	0.008797793	0.000797761	0	0.001697561	0.007703961	0.003300452	0.010559307	0	0	0	0.004722097	0.009806651	0.362724872	0.002887731	0.098032001	0.014835816	0.031874327	0.01060356	0.037010896	0.013124397	0.003769169	0.002703856	0	0.000280623	0
S100A12	0.001305145	0.038865769	0.032603307	0.016598694	0.041242388	0.025309499	0.050103676	0	0.017225274	0.024709213	0.032240993	0.013990908	0.010390445	0.016403029	0.011845615	0.023496187	0.013794224	0.020971824	0.019090279	0.030833345	0.01933483	0.033225342	0.05701474	0.028990555	0.083220851	0.027498093	0.124276381	0.050216641	0.062362454	0.038838513	1.876801923	0.046857701	0.253810294	0.06155836	0.089216319	0.012938195	0.129981403	0.029934146	0.001815358	0.027128079	0.0587341	0.023324705	0.00383875
CEBPE	0	0	0	0	0.000631474	0	0	0	0	0	0	0	0	0	0	0.002006469	0	0.000198335	0	0	0	0	0	0.004353693	0.001607056	0.002700948	0	0	0.001283219	0	0.010031557	0.005109971	0.010675394	0.004754994	0.00967307	0.012296806	0.024409585	0.019648524	0	0	0	0.000203245	0
CORO1C	0.370410409	0.266170542	0.244797098	0.405057294	0.466899058	0.266778842	0.198798069	0	0.256764708	0.357592847	0.190271079	0.437034422	0.401240915	0.457737001	0.34526395	0.123520639	0.180642622	0.116213079	0.095877488	0.133471021	0.248008835	0.059457621	0.102233065	0.054704786	0.218858252	0.990943129	0.08683322	0.234027186	0.186729996	0.327706954	0.406210889	0.588083864	0.483003427	0.575784242	0.77190577	1.118975536	1.036014377	1.188552821	0.302358277	0.521485643	0.64257154	0.033123668	0.082429315
GPCPD1	0.31719251	0.37118886	0.501116542	0.269504202	0.338113574	0.339034132	0.270726965	0.708271589	0.294013082	0.357515181	0.188697979	0.208555086	0.230096171	0.523149942	0.329841393	0.406366867	0.176539621	0.691975035	0.35690708	0.321698259	0.364350015	0.496869546	0.451168423	0.30061969	0.399690844	0.383227747	0.141447	0.503997614	0.369611727	0.426930074	1.037260993	0.662394919	0.949604464	0.74353878	0.781429667	1.380617665	1.257193636	1.000104857	0.269878659	0.283009852	0.285452262	0.239476943	0.306911094
CCL18	0.087428719	0.068888264	0.051867636	0.066102767	0.031141349	0.044679652	0.028070565	0	0.06029632	0.047017057	0.049486267	0.043807469	0.091444318	0.048645387	0.058925742	0.065882635	0.066104632	0.073722489	0.079702421	0.067920193	0.073812493	0.058668975	0.10792236	0.082060314	0.185202403	0.08876724	0.106883016	0.049568653	0.085291918	0.09474076	0.05435436	0.058150123	0.121644707	0.230949407	0.663392181	1.537474197	1.005642434	1.238167016	0.062247316	0.075037274	0.008764804	0.0782879	0.036979875
ATP6V1F	0.977412769	0.78808934	0.992513038	0.758165335	0.811118954	0.64019267	0.596349733	0.606945909	0.525854469	0.588285932	0.614317253	0.781066179	0.797522331	0.814321423	0.776311199	0.715226269	0.853080659	0.745530667	0.581560435	0.776096278	0.823519622	0.762829595	0.811068263	0.63763866	1.596411225	0.743788175	1.124843921	0.89246398	0.776415819	0.855634875	1.323775295	1.282700841	1.359100479	1.51825532	1.386559734	1.9621321	1.932343248	1.995601495	0.675185912	0.739392484	0.780963254	0.735346232	0.828479774
GLIPR2	0.465119502	0.407109954	0.247661123	0.531652143	0.096216258	0.095779999	0.047918965	0	0.036656328	0.034670571	0.25421047	0.460997304	0.048281723	0.203230679	0.047796272	0.035583835	0.165432635	0.346673661	0.189097952	0.168519931	0.105454377	0.907523602	0.434420658	0.645130186	0.501927865	0.159757982	0.122316002	0.197451994	0.188049021	1.039395117	1.071176566	0.685594928	0.800797109	0.682183545	0.992474501	1.79443156	1.425146822	1.434353025	0.264052588	0.451827901	0.623584439	0.30175012	0.35914922
SLC7A7	0.059892404	0.074833469	0.054188273	0.06976147	0.095177242	0.041667912	0.026836398	0	0.032451629	0.032395359	0.081418084	0.142375988	0.149056377	0.062892131	0.017689822	0.01287543	0.0059474	0.017507324	0.017700941	0.013999245	0.009824898	0.012317116	0.018780306	0.009737299	0.109849661	0.013451867	0.065456385	0.133556654	0.230882399	0.14875458	0.903548667	0.421589551	0.94130005	0.663183858	0.686990753	1.385094174	1.06803729	1.023815833	0.060060216	0.036353377	0.053600493	0.072412283	0.047338894
SNX10	0.108360864	0.093550954	0.162412916	0.110439352	0.278443893	0.032400355	0	0	0.047839776	0.068815486	0.048922996	0.125698123	0.029595488	0.026732597	0.060712402	0.024346012	0.056811144	0.031346862	0.016602071	0.048519331	0.03364807	0.261864558	0.301853035	0.26641336	0.510677581	0.367613809	0.194637006	0.538228302	0.121038021	0.313420928	0.846330756	0.866622362	0.91060618	0.791419406	1.05993758	1.642003833	1.283807628	1.146226454	0.046391827	0.025004159	0	0.027589573	0.043010699
ARRDC4	0.041845103	0.058647319	0.071429659	0.085783049	0.247858931	0.022669177	0	0	0.021240523	0.01699443	0.031611994	0.115508814	0.039465404	0.030646674	0.039487532	0.055435218	0.07243475	0.03898703	0.024767149	0.03470617	0.079495638	0.026866282	0.01759737	0.002220596	0.161399885	0.010918857	0.105172014	0.003981542	0.022197587	0.140788649	0.214955975	0.122352502	0.219332601	0.170877946	0.298628287	0.864682982	0.547552889	0.404327856	0.163829835	0.121870699	0	0.173082173	0.165482827
TFEC	0.019067502	0.002781358	0.02519627	0.002575496	0.001106529	0.003536835	0	0	0.002816344	0.006372259	0.005688288	0.013304965	0.002352727	0.003532233	0.006646133	0.00584309	0.001906851	0.008383841	0.007739676	0.00239442	0.00940394	0.005093927	0.028960639	0.00855394	0.06037221	0.204984485	0	0.22810048	0.063222261	0.13610729	0.40236849	0.371702433	0.446915703	0.444026979	0.473137933	0.670108069	0.603461425	0.577804295	0.010482198	0.004985866	0	0.007126075	0.017662586
IFI30	0.024163686	0.071764848	0.067804758	0.036403636	0.054008995	0.028624807	0.010726786	0.096879314	0.014317053	0.016531318	0.02389869	0.032149211	0.030820267	0.039143664	0.090100087	0.087632635	0.071962251	0.04586766	0.048900413	0.06507872	0.062663137	0.082889395	0.035479841	0.021572856	0.258925654	0.063294272	0.065204097	0.092430284	0.307956533	0.922044127	0.749417307	0.695378994	0.945557378	0.747114155	0.605163566	1.171597702	1.172798239	1.286949454	0.032772301	0.039310299	0	0.028334142	0.037162254
AC015912.3	0.015528852	0.074809304	0.119809232	0.017593049	0.269766131	0.078794182	0.070327103	0	0.133057563	0.134578125	0.127547108	0.064562956	0.035793745	0.071413133	0.154104787	0.090603405	0.151367349	0.084572691	0.11591911	0.116700121	0.075047868	0.065137566	0.051840565	0.053917509	0.057007909	0.037823153	0	0.035917092	0.087930514	0.041039103	0.57669063	0.129200501	0.380544005	0.226795791	0.265277474	0.445427472	0.536168889	0.469092624	0.034419772	0.049999542	0.043076867	0.075998233	0.111967841
TREM2	0.003054955	0.008452864	0	0.013184679	0.013560256	0.009247035	0.037270946	0	0.015373836	0.009513244	0.004424258	0.004391093	0.005718229	0.009033094	0.028426165	0.00916703	0.00967644	0.023731055	0.008710134	0.00945111	0.111695502	0.037058275	0.02987158	0.012597328	0.108159886	0.062756502	0	0.013620693	0.029370013	0.196073948	0.025648348	0.45317935	0.372640293	0.928032478	0.64543933	1.122328735	1.009472748	1.543086194	0.004348558	0.016961033	0	0.0103536	0.022924648
GBGT1	0.025871726	0.01588439	0.058678552	0.013016818	0.035869821	0.001835285	0	0	0.002408006	8.47E-05	0	0.012455992	0.007120433	0.00875812	0.000502464	0.007669906	0.013186606	0.001805189	0.003418078	0.008880259	0.004817703	0.003590749	0.002094006	0	0.040293751	0.02844686	0	0.005208991	0.000608755	0.017015629	0.073945762	0.030921986	0.094540587	0.109975622	0.037107236	0.123916869	0.153804221	0.111619246	0.035942198	0.005839004	0	0.011711646	0.008464299
LAIR1	0.016026626	0.029315667	0.011607354	0.014308666	0.004746059	0.01502474	0.037725686	0	0.014355378	0.010754928	0.00737357	0.006319142	0.027268018	0.003137657	0.000825926	0.00933429	0.006937003	0.023324334	0.00871448	0.015162662	0.026509023	0.503557078	0.145470056	0.268982203	0.653829695	0.791273249	0	0.092360756	0.06325078	0.024310125	0.58085717	0.690089102	0.848810635	0.884213028	0.856195472	1.258407343	1.132688049	1.021520091	0.011333421	0.005567203	0.040757147	0.014416753	0.012548688
CCR1	0.014880715	0.03892971	0.01162072	0.062256109	0.017104361	0.003093059	0.005740088	0	0.004488511	0.006275411	0.00296918	0.000936148	0.018670579	0.011247303	0.008835028	0.007117642	0.005982493	0.008419647	0.005853985	0.016825648	0.00506174	0.00583074	0.077439664	0.074498558	0.053300536	0.074437109	0	0.115857252	0.006299419	0.002092172	0.406697099	0.206198931	0.368289898	0.409468667	0.389577956	0.384667028	0.568580091	0.828627767	0.012492354	0	0.041475169	0.003899342	0.005411416
CYP27A1	0.437767348	0.4754235	0.376387907	0.443692239	0.446805109	0.06055242	0.047483675	0.10453735	0.103936543	0.087541258	0.082069996	0.149359009	0.095992952	0.140823775	0.096397839	0.156618253	0.147195151	0.057007297	0.047539298	0.105661731	0.064595536	0.024546689	0.039213137	0.036653453	0.09008258	0.02151634	0.110387686	0.055505359	0.032507849	0.129514618	0.288265516	0.038862666	0.200412557	0.149457449	0.43690248	1.672528428	1.196547403	1.894259259	0.119562962	0.186281224	0.248509622	0.398654414	0.282819905
NCEH1	0.109156013	0.087064754	0.051091483	0.074338522	0.213547434	0.051893136	0.093996388	0.181361129	0.052167266	0.089037033	0.079114762	0.088442233	0.191443807	0.559154426	0.393602416	0.131622783	0.261034384	0.136591968	0.182939439	0.196159595	0.170494328	0.027377962	0.051295704	0.030504018	0.141739296	0.016550473	0.173559329	0.084363624	0.041220707	0.029877693	0.164669046	0.208283089	0.254177237	0.339418895	0.496645735	0.99691619	0.837544992	1.102343699	0.044646534	0.025953768	0.076968498	0.294728153	0.29144335
FCGR3A	0.027825247	0.008536567	0.090815369	0.050219845	0.037304503	0.033589919	0.012443131	0	0.024203553	0.015143171	0.021604865	0.004718521	0.033445075	0.030071967	0.036335755	0.020096046	0.004947539	0.029951227	0.034832808	0.013066096	0.019476888	2.044656485	0.052033711	0.379899778	0.154737965	0.019702919	0.009057248	0.036850646	0.037341808	0.048452313	0.395228593	0.265096956	1.376705547	0.922448816	0.758004059	1.606876287	1.309197359	0.521857324	0.03204423	0.038532556	0.020729681	0.017153033	0.005830552
DAB2	0.892812657	0.948472335	0.934099237	0.772478888	0.994304075	0.373897094	0.45587704	0.365070195	0.46679447	0.420199045	0.337253439	0.745735666	0.160324074	0.248344453	0.273065475	0.310671034	0.188600543	0.043704229	0.040715094	0.05812753	0.074540519	0.319369397	0.031265215	0.047513372	0.241806798	0.910012034	0.189550575	0.038127685	0.056211878	0.11418573	0.202852221	0.523323861	0.627283451	1.258772353	0.836628059	1.43208475	1.466461328	1.655435206	0.345558006	0.134755918	0.345968833	0.038689601	0.043578007
